tweet,tweet_tokenized,tweet_translated,tweet_translated_tokenized
"#23Feb Aunque la GN en Escamoto se había retirado y permitido el paso a La Línea, encapuchados volvieron a colocar las barricadas. A las 11:00 a.m. en el centro de Santa Elena de Uairén se generaron disturbios en las inmediaciones de la alcaldía #Bolívar  https://t.co/kikv0xsUvx","['feb', 'aunque', 'gn', 'escamoto', 'retirado', 'permitido', 'paso', 'línea', 'encapuchados', 'volvieron', 'colocar', 'barricadas', 'centro', 'santa', 'elena', 'uairén', 'generaron', 'disturbios', 'inmediaciones', 'alcaldía', 'bolívar']","# 23Feb Although the GN in Escamoto had withdrawn and allowed the passage to La Línea, hooded men put up the barricades again. At 11:00 am. in the center of Santa Elena de Uairén riots were generated in the vicinity of the mayor's office # Bolívar https://t.co/kikv0xsUvx","['feb', 'although', 'gn', 'escamoto', 'withdrawn', 'allowed', 'passage', 'la', 'línea', 'hooded', 'men', 'put', 'barricades', 'center', 'santa', 'elena', 'de', 'uairén', 'riots', 'generated', 'vicinity', 'mayor', 'office', 'bolívar']"
"#23Feb 9:05am. Dip. Luis Silva informa que la ayuda humanitaria está llegando a Pacaraima. Las gandolas salieron de madrugada desde Boa Vista, escoltadas por  el Ejército. Se espera pronunciamiento del embajador en Brasil y la embajadora de Venezuela en Brasil, María Belandria.","['feb', 'am', 'dip', 'luis', 'silva', 'informa', 'ayuda', 'humanitaria', 'llegando', 'pacaraima', 'gandolas', 'salieron', 'madrugada', 'boa', 'vista', 'escoltadas', 'ejército', 'espera', 'pronunciamiento', 'embajador', 'brasil', 'embajadora', 'venezuela', 'brasil', 'maría', 'belandria']","# 23Feb 9:05 am. Dip. Luis Silva reports that humanitarian aid is arriving in Pacaraima. The Gandolas left Boa Vista at dawn, escorted by the Army. A statement is expected from the ambassador to Brazil and the Venezuelan ambassador to Brazil, María Belandria.","['feb', 'dip', 'luis', 'silva', 'reports', 'humanitarian', 'aid', 'arriving', 'pacaraima', 'gandolas', 'left', 'boa', 'vista', 'dawn', 'escorted', 'army', 'statement', 'expected', 'ambassador', 'brazil', 'venezuelan', 'ambassador', 'brazil', 'maría', 'belandria']"
#23Feb Anoche hubo disturbios en Santa Elena de Uairén. GN lanzó lacrimógenos para dispersar manifestaciones y barricadas. Dos autobuses fueron incendiados.  https://t.co/qyBg1dZbtf,"['feb', 'anoche', 'disturbios', 'santa', 'elena', 'uairén', 'gn', 'lanzó', 'lacrimógenos', 'dispersar', 'manifestaciones', 'barricadas', 'dos', 'autobuses', 'incendiados']",# 23Feb Last night there were riots in Santa Elena de Uairén. GN launched tear gas to disperse demonstrations and barricades. Two buses were set on fire. https://t.co/qyBg1dZbtf,"['feb', 'last', 'night', 'riots', 'santa', 'elena', 'de', 'uairén', 'gn', 'launched', 'tear', 'gas', 'disperse', 'demonstrations', 'barricades', 'two', 'buses', 'set', 'fire']"
"#23Feb 6:43 am Una señora y un niño entregaron a militares, diputados y periodistas el Nuevo Testamento. El niño recomendó leer el Salmo 27. Se despidió con un 'Dios los bendiga'. Esto fue en Escamoto, altura Fuerte Roraima en Santa Elena de Uairén #Bolívar  https://t.co/uZV0u0q5iX","['feb', 'am', 'señora', 'niño', 'entregaron', 'militares', 'diputados', 'periodistas', 'nuevo', 'testamento', 'niño', 'recomendó', 'leer', 'salmo', 'despidió', 'dios', 'bendiga', 'escamoto', 'altura', 'fuerte', 'roraima', 'santa', 'elena', 'uairén', 'bolívar']","# 23Feb 6:43 am A woman and a child handed the New Testament to the military, deputies and journalists. The boy recommended reading Psalm 27. He said goodbye with a 'God bless you'. This was in Escamoto, Fort Roraima height in Santa Elena de Uairén # Bolívar https://t.co/uZV0u0q5iX","['feb', 'woman', 'child', 'handed', 'new', 'testament', 'military', 'deputies', 'journalists', 'boy', 'recommended', 'reading', 'psalm', 'said', 'goodbye', 'god', 'bless', 'escamoto', 'fort', 'roraima', 'height', 'santa', 'elena', 'de', 'uairén', 'bolívar']"
"@RafaelGoudeth Sí, eso dijo Arreaza. En el hospital de Santa Elena de Uairén nos confirmaron que ingresaron heridos por impacto de bala.","['rafaelgoudeth', 'dijo', 'arreaza', 'hospital', 'santa', 'elena', 'uairén', 'confirmaron', 'ingresaron', 'heridos', 'impacto', 'bala']","@RafaelGoudeth Yes, that's what Arreaza said. At the Santa Elena de Uairén hospital they confirmed that they were admitted wounded by gunshot wounds.","['rafaelgoudeth', 'yes', 'arreaza', 'said', 'santa', 'elena', 'de', 'uairén', 'hospital', 'confirmed', 'admitted', 'wounded', 'gunshot', 'wounds']"
@Alibert1981 No está leyendo la noticia. Está leyendo un tuit. Ingrese a  https://t.co/PCEMTXoc2a,"['alibert', 'leyendo', 'noticia', 'leyendo', 'tuit', 'ingrese']",@ Alibert1981 He is not reading the news. You are reading a tweet. Go to https://t.co/PCEMTXoc2a,"['alibert', 'reading', 'news', 'reading', 'tweet', 'go']"
"#22Feb La señal en Santa Elena de Uairén no es buena y cuando logramos conectarnos tenemos que enviar urgente al medio. Acá foto de la situación en el Fuerte Roraima (cerrada por la GN), traslado de herido de #Kumarakapay a Boa Vista y lista de heridos (Zoraida Rodríguez murió)  https://t.co/4iAycM0L9B","['feb', 'señal', 'santa', 'elena', 'uairén', 'buena', 'logramos', 'conectarnos', 'enviar', 'urgente', 'medio', 'acá', 'foto', 'situación', 'fuerte', 'roraima', 'cerrada', 'gn', 'traslado', 'herido', 'kumarakapay', 'boa', 'vista', 'lista', 'heridos', 'zoraida', 'rodríguez', 'murió']","# 22Feb The signal in Santa Elena de Uairén is not good and when we manage to connect we have to send urgently to the medium. Here is a photo of the situation in Fort Roraima (closed by the GN), transfer of the injured from #Kumarakapay to Boa Vista and list of injured (Zoraida Rodríguez died) https://t.co/4iAycM0L9B","['feb', 'signal', 'santa', 'elena', 'de', 'uairén', 'good', 'manage', 'connect', 'send', 'urgently', 'medium', 'photo', 'situation', 'fort', 'roraima', 'closed', 'gn', 'transfer', 'injured', 'kumarakapay', 'boa', 'vista', 'list', 'injured', 'zoraida', 'rodríguez', 'died']"
@nabybi @oliviadelv @SoyArepita @lavidadenos Gracias por haberla leído. Abrazo desde Santa Elena de Uairén ;),"['nabybi', 'oliviadelv', 'soyarepita', 'lavidadenos', 'gracias', 'haberla', 'leído', 'abrazo', 'santa', 'elena', 'uairén']",@nabybi @oliviadelv @SoyArepita @lavidadenos Thank you for reading it. Hug from Santa Elena de Uairén;),"['nabybi', 'oliviadelv', 'soyarepita', 'lavidadenos', 'thank', 'reading', 'hug', 'santa', 'elena', 'de', 'uairén']"
"@nabybi @oliviadelv @SoyArepita Ya el cacique Richard Fernandez , de Kumarakapay, aclaró que no fue así. Se había dado por muerto porque sufrió un paro en el hospital, pero fue trasladado a Boa Vista. Está de gravedad.","['nabybi', 'oliviadelv', 'soyarepita', 'cacique', 'richard', 'fernandez', 'kumarakapay', 'aclaró', 'así', 'dado', 'muerto', 'sufrió', 'paro', 'hospital', 'trasladado', 'boa', 'vista', 'gravedad']","@nabybi @oliviadelv @SoyArepita Already the chief Richard Fernandez, from Kumarakapay, clarified that it was not like that. He had been presumed dead because he suffered an arrest at the hospital, but was transferred to Boa Vista. He is in serious condition.","['nabybi', 'oliviadelv', 'soyarepita', 'already', 'chief', 'richard', 'fernandez', 'kumarakapay', 'clarified', 'like', 'presumed', 'dead', 'suffered', 'arrest', 'hospital', 'transferred', 'boa', 'vista', 'serious', 'condition']"
"@angelcarrillo13 @oliviadelv Lo que denuncian es que disparó el Ejército, y esos se fueron. Declaró Richard Fernández, cacique de Kumarakapay","['angelcarrillo', 'oliviadelv', 'denuncian', 'disparó', 'ejército', 'declaró', 'richard', 'fernández', 'cacique', 'kumarakapay']","@ angelcarrillo13 @oliviadelv What they denounce is that the Army fired, and those left. Declared Richard Fernández, chief of Kumarakapay","['angelcarrillo', 'oliviadelv', 'denounce', 'army', 'fired', 'left', 'declared', 'richard', 'fernández', 'chief', 'kumarakapay']"
"#22Feb Indígenas en #Kumarakapay mantendrán retenidos a 4 militares, aunque no fueron los que dispararon, lo hacen como medida de presión para acalar quién dio la orden de disparar en su contra. El cacique Richard Fernández sostiene la cifra de una fallecida, Zoraida Rodríguez.","['feb', 'indígenas', 'kumarakapay', 'mantendrán', 'retenidos', 'militares', 'aunque', 'dispararon', 'hacen', 'medida', 'presión', 'acalar', 'quién', 'dio', 'orden', 'disparar', 'cacique', 'richard', 'fernández', 'sostiene', 'cifra', 'fallecida', 'zoraida', 'rodríguez']","# 22Feb Indigenous people in #Kumarakapay will keep 4 soldiers detained, although they were not the ones who fired, they do so as a measure of pressure to silence who gave the order to shoot against them. Chief Richard Fernández maintains the figure of one deceased, Zoraida Rodríguez.","['feb', 'indigenous', 'people', 'kumarakapay', 'keep', 'soldiers', 'detained', 'although', 'ones', 'fired', 'measure', 'pressure', 'silence', 'gave', 'order', 'shoot', 'chief', 'richard', 'fernández', 'maintains', 'figure', 'one', 'deceased', 'zoraida', 'rodríguez']"
@FresitaRai @CarlosSuniagaG No hay reporte nuevo. Mantienen a cuatro funcionarios retenidos para presionar y se aclare lo ocurrido en Kumarakapay.,"['fresitarai', 'carlossuniagag', 'reporte', 'nuevo', 'mantienen', 'cuatro', 'funcionarios', 'retenidos', 'presionar', 'aclare', 'ocurrido', 'kumarakapay']",@FresitaRai @CarlosSuniagaG There is no new report. They keep four officials detained to pressure and clarify what happened in Kumarakapay.,"['fresitarai', 'carlossuniagag', 'new', 'report', 'keep', 'four', 'officials', 'detained', 'pressure', 'clarify', 'happened', 'kumarakapay']"
@manuelucab Hasta ahora solo han confirmado una fallecida y 14 heridos en Kumarakapay,"['manuelucab', 'ahora', 'solo', 'confirmado', 'fallecida', 'heridos', 'kumarakapay']",@manuelucab So far they have only confirmed one deceased and 14 injured in Kumarakapay,"['manuelucab', 'far', 'confirmed', 'one', 'deceased', 'injured', 'kumarakapay']"
"Estando en el hospital de Santa Elena de Uairén sufrió un paro respiratorio y se habló de su muerte. Sin embargo, su estado sigue siendo reservado. #Bolívar #22Feb","['hospital', 'santa', 'elena', 'uairén', 'sufrió', 'paro', 'respiratorio', 'habló', 'muerte', 'embargo', 'sigue', 'siendo', 'reservado', 'bolívar', 'feb']","While at the Santa Elena de Uairén hospital, he suffered a respiratory arrest and there was talk of his death. However, his status remains reserved. # Bolivar # 22Feb","['santa', 'elena', 'de', 'uairén', 'hospital', 'suffered', 'respiratory', 'arrest', 'talk', 'death', 'however', 'status', 'remains', 'reserved', 'bolivar', 'feb']"
"#22Feb A las 2:00 pm me comuniqué con Richard Fernández, cacique de Kumarakapay, e informó que Rolando García, esposo de la fallecida Zoraida Rodríguez, no ha muerto. Está herido de gravedad y fue trasladado a Boa Vista. ""Está resistiendo"". #Bolívar","['feb', 'pm', 'comuniqué', 'richard', 'fernández', 'cacique', 'kumarakapay', 'informó', 'rolando', 'garcía', 'esposo', 'fallecida', 'zoraida', 'rodríguez', 'muerto', 'herido', 'gravedad', 'trasladado', 'boa', 'vista', 'resistiendo', 'bolívar']","# 22Feb At 2:00 pm I contacted Richard Fernández, chief of Kumarakapay, and reported that Rolando García, husband of the late Zoraida Rodríguez, has not died. He is seriously injured and was transferred to Boa Vista. ""He is resisting."" #Bolivar","['feb', 'pm', 'contacted', 'richard', 'fernández', 'chief', 'kumarakapay', 'reported', 'rolando', 'garcía', 'husband', 'late', 'zoraida', 'rodríguez', 'died', 'seriously', 'injured', 'transferred', 'boa', 'vista', 'resisting', 'bolivar']"
"#22Feb 12 heridos y un fallecido, de nombre Zoraida Rodríguez, es el saldo que reportan desde la comunidad indígena Kumarakapay tras arremetida de funcionarios militares. #Bolívar","['feb', 'heridos', 'fallecido', 'nombre', 'zoraida', 'rodríguez', 'saldo', 'reportan', 'comunidad', 'indígena', 'kumarakapay', 'tras', 'arremetida', 'funcionarios', 'militares', 'bolívar']","# 22Feb 12 wounded and one deceased, named Zoraida Rodríguez, is the balance reported by the Kumarakapay indigenous community after an attack by military officials. #Bolivar","['feb', 'wounded', 'one', 'deceased', 'named', 'zoraida', 'rodríguez', 'balance', 'reported', 'kumarakapay', 'indigenous', 'community', 'attack', 'military', 'officials', 'bolivar']"
"#22Feb Ayer había una gandola con dos tanquetas en Las Claritas y dos más en Casa Blanca, vía a Santa Elena de Uairén #Bolívar","['feb', 'ayer', 'gandola', 'dos', 'tanquetas', 'claritas', 'dos', 'casa', 'blanca', 'vía', 'santa', 'elena', 'uairén', 'bolívar']","# 22Feb Yesterday there was a gandola with two tanks in Las Claritas and two more in Casa Blanca, via Santa Elena de Uairén # Bolívar","['feb', 'yesterday', 'gandola', 'two', 'tanks', 'las', 'claritas', 'two', 'casa', 'blanca', 'via', 'santa', 'elena', 'de', 'uairén', 'bolívar']"
"#22Feb Desde Kumarakapay reportan heridos tras represión de la GN. Indígenas trancaron la vía para impedir paso de equipos antimotines.  Piden auxilio, ya que no tienen cómo trasladar a las personas heridas de gravedad. #Bolívar","['feb', 'kumarakapay', 'reportan', 'heridos', 'tras', 'represión', 'gn', 'indígenas', 'trancaron', 'vía', 'impedir', 'paso', 'equipos', 'antimotines', 'piden', 'auxilio', 'cómo', 'trasladar', 'personas', 'heridas', 'gravedad', 'bolívar']","# 22Feb From Kumarakapay they report injuries after repression by the GN. Indigenous people blocked the road to prevent the passage of riot gear. They ask for help, since they have no way to transfer seriously injured people. #Bolivar","['feb', 'kumarakapay', 'report', 'injuries', 'repression', 'gn', 'indigenous', 'people', 'blocked', 'road', 'prevent', 'passage', 'riot', 'gear', 'ask', 'help', 'since', 'way', 'transfer', 'seriously', 'injured', 'people', 'bolivar']"
#20Feb Suspendidos vuelos privados en Venezuela hasta nuevo aviso.  https://t.co/3A8adb78FL,"['feb', 'suspendidos', 'vuelos', 'privados', 'venezuela', 'nuevo', 'aviso']",# 20Feb Suspended private flights in Venezuela until further notice. https://t.co/3A8adb78FL,"['feb', 'suspended', 'private', 'flights', 'venezuela', 'notice']"
@luisayala_1983 En el enlace está la información,"['luisayala', 'enlace', 'información']",@ luisayala_1983 In the link is the information,"['luisayala', 'link', 'information']"
Iraida está en la Clínica Puerto Ordaz.  Si alguien puede colaborar o compartir para que llegue a otros. #Guayana #Venezuela #ServicioPúblico  https://t.co/C5mPg76B2u,"['iraida', 'clínica', 'puerto', 'ordaz', 'si', 'alguien', 'puede', 'colaborar', 'compartir', 'llegue', 'guayana', 'venezuela', 'serviciopúblico']",Iraida is at the Puerto Ordaz Clinic. If someone can collaborate or share so that it reaches others. #Guayana #Venezuela # ServicioPublico https://t.co/C5mPg76B2u,"['iraida', 'puerto', 'ordaz', 'clinic', 'someone', 'collaborate', 'share', 'reaches', 'others', 'guayana', 'venezuela', 'serviciopublico']"
"#Guayana #ServicioPúblico Para paciente Maria De Freitas, se solicita Laxis en ampolla. Está recluida en hospital de Ferrominera. Contacto  04262958024","['guayana', 'serviciopúblico', 'paciente', 'maria', 'freitas', 'solicita', 'laxis', 'ampolla', 'recluida', 'hospital', 'ferrominera', 'contacto']","#Guayana # Public Service For patient Maria De Freitas, Laxis in ampoule is requested. She is being held in the Ferrominera hospital. Contact 04262958024","['guayana', 'public', 'service', 'patient', 'maria', 'de', 'freitas', 'laxis', 'ampoule', 'requested', 'held', 'ferrominera', 'hospital', 'contact']"
"@herreraos2011 @lavidadenos Si hay gente que aún puede darse un gusto, ¡dichosos!  Ahora, lo invito a hacer el mismo recorrido por hospitales y converse con familiares de pacientes. O hable con la gente (incluyendo niños) que viven en la calle, para que pueda entender...","['herreraos', 'lavidadenos', 'si', 'gente', 'aún', 'puede', 'darse', 'gusto', '¡dichosos', 'ahora', 'invito', 'hacer', 'mismo', 'recorrido', 'hospitales', 'converse', 'familiares', 'pacientes', 'hable', 'gente', 'incluyendo', 'niños', 'viven', 'calle', 'pueda', 'entender']","@ herreraos2011 @lavidadenos If there are people who can still indulge themselves, happy! Now, I invite you to take the same tour of hospitals and talk with relatives of patients. Or talk to people (including children) who live on the street, so you can understand ...","['herreraos', 'lavidadenos', 'people', 'still', 'indulge', 'happy', 'invite', 'take', 'tour', 'hospitals', 'talk', 'relatives', 'patients', 'talk', 'people', 'including', 'children', 'live', 'street', 'understand']"
@rociogarces @thaised43 Gracias por tan lindas palabras y por leer esta historia.,"['rociogarces', 'thaised', 'gracias', 'tan', 'lindas', 'palabras', 'leer', 'historia']",@rociogarces @ thaised43 Thank you for such nice words and for reading this story.,"['rociogarces', 'thaised', 'thank', 'nice', 'words', 'reading', 'story']"
Los amigos de @DonaMed_VE participan en el Concurso The Forum DIRECTV | Ayúda con tu voto en  https://t.co/wHOXA6ZB0h Su video es PROYECTO POSITIVAMENTE #theforumtedavoz  https://t.co/TTSCtSH2rr #theforumtedavoz,"['amigos', 'donamed', 've', 'participan', 'concurso', 'the', 'forum', 'directv', 'ayúda', 'voto', 'video', 'proyecto', 'positivamente', 'theforumtedavoz', 'theforumtedavoz']",Friends of @DonaMed_VE participate in The Forum DIRECTV Contest | Help with your vote at https://t.co/wHOXA6ZB0h Your video is PROJECT POSITIVELY #theforumtedavoz https://t.co/TTSCtSH2rr #theforumtedavoz,"['friends', 'donamed', 'participate', 'forum', 'directv', 'contest', 'help', 'vote', 'video', 'project', 'positively', 'theforumtedavoz', 'theforumtedavoz']"
"A propósito de la espera por el ingreso de la ayuda humanitaria, en @lavidadenos se están publicando historias que reflejan esta crisis, que aunque se relate lo ocurrido con una persona en particular, ocurre con muchas más y se demuestra por qué Venezuela requiere de la ayuda.","['propósito', 'espera', 'ingreso', 'ayuda', 'humanitaria', 'lavidadenos', 'publicando', 'historias', 'reflejan', 'crisis', 'aunque', 'relate', 'ocurrido', 'persona', 'particular', 'ocurre', 'muchas', 'demuestra', 'venezuela', 'requiere', 'ayuda']","Regarding the wait for the entry of humanitarian aid, in @lavidadenos stories are being published that reflect this crisis, that although what happened with one person in particular is related, it happens with many more and it shows why Venezuela requires help.","['regarding', 'wait', 'entry', 'humanitarian', 'aid', 'lavidadenos', 'stories', 'published', 'reflect', 'crisis', 'although', 'happened', 'one', 'person', 'particular', 'related', 'happens', 'many', 'shows', 'venezuela', 'requires', 'help']"
Conocía solo algunos detalles cuando decidí escribir sobre Nancy. Luego conversé con Thais y me impresioné mucho más.   A la hora de redactar no hallaba las palabras y hasta se me hacía un nudo en la garganta.,"['conocía', 'solo', 'detalles', 'decidí', 'escribir', 'nancy', 'luego', 'conversé', 'thais', 'impresioné', 'hora', 'redactar', 'hallaba', 'palabras', 'hacía', 'nudo', 'garganta']",I knew only a few details when I decided to write about Nancy. Then I chatted with Thais and was much more impressed. At the time of writing she could not find the words and I even had a lump in my throat.,"['knew', 'details', 'decided', 'write', 'nancy', 'chatted', 'thais', 'much', 'impressed', 'time', 'writing', 'could', 'find', 'words', 'even', 'lump', 'throat']"
#14Feb Informa @LiborioGuarulla sobre ingreso de ayuda humanitaria por #Amazonas,"['feb', 'informa', 'liborioguarulla', 'ingreso', 'ayuda', 'humanitaria', 'amazonas']",# 14Feb Informs @LiborioGuarulla about the entry of humanitarian aid by #Amazonas,"['feb', 'informs', 'liborioguarulla', 'entry', 'humanitarian', 'aid', 'amazonas']"
"Si ingresaron a la web falsa de voluntariado para la ayuda humanitaria promovida por la @AsambleaVE, revisen este hilo para saber más y eliminar los rastros de datos corruptos que Cantv habría introducido en su caché del sistema de DNS (vía @espaciopublico)","['si', 'ingresaron', 'web', 'falsa', 'voluntariado', 'ayuda', 'humanitaria', 'promovida', 'asambleave', 'revisen', 'hilo', 'saber', 'eliminar', 'rastros', 'datos', 'corruptos', 'cantv', 'introducido', 'caché', 'sistema', 'dns', 'vía', 'espaciopublico']","If you entered the fake website of volunteering for humanitarian aid promoted by @AsambleVE, check this thread to learn more and eliminate the traces of corrupted data that Cantv would have entered in its DNS system cache (via @espaciopublico)","['entered', 'fake', 'website', 'volunteering', 'humanitarian', 'aid', 'promoted', 'asambleve', 'check', 'thread', 'learn', 'eliminate', 'traces', 'corrupted', 'data', 'cantv', 'would', 'entered', 'dns', 'system', 'cache', 'via', 'espaciopublico']"
#12Feb Parte de lo que fue la marcha por el Día de la Juventud en #Guayana #Bolívar  https://t.co/PEGhugfrjS,"['feb', 'parte', 'marcha', 'día', 'juventud', 'guayana', 'bolívar']",# 12Feb Part of what was the march for Youth Day in #Guayana # Bolívar https://t.co/PEGhugfrjS,"['feb', 'part', 'march', 'youth', 'day', 'guayana', 'bolívar']"
"#12Feb Rafael Puga, tío de Augusto Puga #Guayana","['feb', 'rafael', 'puga', 'tío', 'augusto', 'puga', 'guayana']","# 12Feb Rafael Puga, Augusto Puga's uncle #Guayana","['feb', 'rafael', 'puga', 'augusto', 'puga', 'uncle', 'guayana']"
11:30 am #12Feb Marcha en #Guayana por el Día de la Juventud llega al Paseo Rotario.  https://t.co/Ci1lIkcNH4,"['am', 'feb', 'marcha', 'guayana', 'día', 'juventud', 'llega', 'paseo', 'rotario']",11:30 am # 12Feb March in #Guayana for Youth Day arrives at the Rotary Walk. https://t.co/Ci1lIkcNH4,"['feb', 'march', 'guayana', 'youth', 'day', 'arrives', 'rotary', 'walk']"
@oliviadelv @hcapriles Hay unos que doblan o estiran el cuello para salir en la foto/video jajaja,"['oliviadelv', 'hcapriles', 'doblan', 'estiran', 'cuello', 'salir', 'foto', 'video', 'jajaja']",@oliviadelv @hcapriles There are some who bend or stretch their necks to appear in the photo / video hahaha,"['oliviadelv', 'hcapriles', 'bend', 'stretch', 'necks', 'appear', 'photo', 'video', 'hahaha']"
#ServicioPúblico @Tatianitasantos busca para su bebé de ocho meses cefadroxilo o sultamicilina suspensión de 250 mg y Bacitracina.   Cualquier información al 04140971186/04148784713 #Guayana #PuertoOrdaz #SanFelix #Upata #CiudadBolivar #Bolivar,"['serviciopúblico', 'tatianitasantos', 'busca', 'bebé', 'ocho', 'meses', 'cefadroxilo', 'sultamicilina', 'suspensión', 'mg', 'bacitracina', 'cualquier', 'información', 'guayana', 'puertoordaz', 'sanfelix', 'upata', 'ciudadbolivar', 'bolivar']",# Public Service @Tatianitasantos is looking for cefadroxil or sultamicillin suspension of 250 mg and Bacitracin for her eight-month-old baby. Any information at 04140971186/04148784713 #Guayana #PuertoOrdaz #SanFelix #Upata #CiudadBolivar #Bolivar,"['public', 'service', 'tatianitasantos', 'looking', 'cefadroxil', 'sultamicillin', 'suspension', 'mg', 'bacitracin', 'eight', 'month', 'old', 'baby', 'information', 'guayana', 'puertoordaz', 'sanfelix', 'upata', 'ciudadbolivar', 'bolivar']"
"""Majomenos"" ¿Cuándo Wilson Castro fue alcalde de Caroní?","['majomenos', '¿cuándo', 'wilson', 'castro', 'alcalde', 'caroní']","""Majomenos"" When was Wilson Castro mayor of Caroní?","['majomenos', 'wilson', 'castro', 'mayor', 'caroní']"
Conoció la cárcel de la revolución en la que nació  https://t.co/L6FbDuNYvE vía @lavidadenos Fotoreportaje de William Urdaneta para el que tuve el honor de colaborar. Acá la historia de Jickson,"['conoció', 'cárcel', 'revolución', 'nació', 'vía', 'lavidadenos', 'fotoreportaje', 'william', 'urdaneta', 'honor', 'colaborar', 'acá', 'historia', 'jickson']",He knew the prison of the revolution in which he was born https://t.co/L6FbDuNYvE via @lavidadenos Photo report by William Urdaneta for which I had the honor of collaborating. Here is the story of Jickson,"['knew', 'prison', 'revolution', 'born', 'via', 'lavidadenos', 'photo', 'report', 'william', 'urdaneta', 'honor', 'collaborating', 'story', 'jickson']"
"@Etethebest @marcoszam25 Ayer pregunté por Ibuprofeno y me dijeron 9 mil, Atamel en 12 mil.","['etethebest', 'marcoszam', 'ayer', 'pregunté', 'ibuprofeno', 'dijeron', 'mil', 'atamel', 'mil']","@Etethebest @ marcoszam25 Yesterday I asked about Ibuprofen and they told me 9 thousand, Atamel 12 thousand.","['etethebest', 'marcoszam', 'yesterday', 'asked', 'ibuprofen', 'told', 'thousand', 'atamel', 'thousand']"
"@por_puesto lo más certero es lo del café, somos dos","['puesto', 'certero', 'café', 'dos']","@por_puesto the most certain thing is the coffee, we are two","['por', 'puesto', 'certain', 'thing', 'coffee', 'two']"
"@danieletz @OrianaFaoro El problema es ese. Hemos pedido hablar con representantes y estudiantes y no hay ninguno que haya salido a darnos su testimonio, así sea bajo anonimato.  Lo que sí ha ocurrido y está registrado son las detenciones, que no es lo mismo que reclutamiento","['danieletz', 'orianafaoro', 'problema', 'pedido', 'hablar', 'representantes', 'estudiantes', 'ninguno', 'salido', 'darnos', 'testimonio', 'así', 'bajo', 'anonimato', 'ocurrido', 'registrado', 'detenciones', 'mismo', 'reclutamiento']","@danieletz @OrianaFaoro The problem is that. We have asked to speak with representatives and students and there are none who have come out to give us their testimony, even if it is under anonymity. What has happened and is registered are the arrests, which is not the same as recruitment","['danieletz', 'orianafaoro', 'problem', 'asked', 'speak', 'representatives', 'students', 'none', 'come', 'give', 'us', 'testimony', 'even', 'anonymity', 'happened', 'registered', 'arrests', 'recruitment']"
"@GerardoEnrique4 @LuzMelyReyes Eso está como los que quieren que a juro, sin un testimonio confirmado, escribamos como cierto lo del reclutamiento forzado de menores, que es distinto a una detención -arbitraria o no- (que sí ha ocurrido)","['gerardoenrique', 'luzmelyreyes', 'quieren', 'juro', 'testimonio', 'confirmado', 'escribamos', 'cierto', 'reclutamiento', 'forzado', 'menores', 'distinto', 'detención', 'arbitraria', 'ocurrido']","@ GerardoEnrique4 @LuzMelyReyes That is like those who want me to swear, without a confirmed testimony, to write as true about the forced recruitment of minors, which is different from an arrest -arbitrary or not- (which has happened)","['gerardoenrique', 'luzmelyreyes', 'like', 'want', 'swear', 'without', 'confirmed', 'testimony', 'write', 'true', 'forced', 'recruitment', 'minors', 'different', 'arrest', 'arbitrary', 'happened']"
@josangelch @CorreodelCaroni Exactamente. Hay quienes están confundiendo detenciones arbitrarias con reclutamiento,"['josangelch', 'correodelcaroni', 'exactamente', 'confundiendo', 'detenciones', 'arbitrarias', 'reclutamiento']",@josangelch @CorreodelCaroni Exactly. Some are confusing arbitrary detentions with recruitment,"['josangelch', 'correodelcaroni', 'exactly', 'confusing', 'arbitrary', 'detentions', 'recruitment']"
@SoyNuevaPrensa en Uyapar,"['soynuevaprensa', 'uyapar']",@SoyNuevaPrensa in Uyapar,"['soynuevaprensa', 'uyapar']"
"@manmet11 23 de enero. Plaza Chipía, Puerto Ordaz. El tuit indica la fecha","['manmet', 'enero', 'plaza', 'chipía', 'puerto', 'ordaz', 'tuit', 'indica', 'fecha']","@ manmet11 January 23 Chipía Square, Puerto Ordaz. The tweet indicates the date","['manmet', 'january', 'chipía', 'square', 'puerto', 'ordaz', 'tweet', 'indicates', 'date']"
#30Ene La Sra. Narcisa (96 años) fue la protagonista en una de las concentraciones en #Guayana. Con voz quebrada manifestó que extraña todo de Venezuela.  https://t.co/Wn7METxhgp,"['ene', 'sra', 'narcisa', 'años', 'protagonista', 'concentraciones', 'guayana', 'voz', 'quebrada', 'manifestó', 'extraña', 'venezuela']","# 30Ene Mrs. Narcisa (96 years old) was the protagonist in one of the concentrations in #Guayana. With a broken voice, she said that she misses everything about Venezuela. https://t.co/Wn7METxhgp","['ene', 'mrs', 'narcisa', 'years', 'old', 'protagonist', 'one', 'concentrations', 'guayana', 'broken', 'voice', 'said', 'misses', 'everything', 'venezuela']"
