tweet,tweet_tokenized,tweet_translated,tweet_tokenized_translated,sentimiento
"@JoshuaLenon I trust you know that I appreciate your willingness to explain the details, and my attempt at levity is just that. @bobambrogi","['@joshualenon', 'trust', 'know', 'appreciate', 'willingness', 'explain', 'details,', 'attempt', 'levity', 'that.', '@bobambrogi']","@JoshuaLenon I trust you know that I appreciate your willingness to explain the details, and my attempt at levity is just that. @bobambrogi","['@joshualenon', 'trust', 'know', 'appreciate', 'willingness', 'explain', 'details,', 'attempt', 'levity', 'that.', '@bobambrogi']",felicidad
@JoshNoneYaBiz I love parody accounts! Well done. Vote for #Trump. #lol #hilarious,"['@joshnoneyabiz', 'love', 'parody', 'accounts!', 'well', 'done.', 'vote', '#trump.', '#lol', '#hilarious']",@JoshNoneYaBiz I love parody accounts! Well done. Vote for #Trump. #lol #hilarious,"['@joshnoneyabiz', 'love', 'parody', 'accounts!', 'well', 'done.', 'vote', '#trump.', '#lol', '#hilarious']",felicidad
@JoshNoneYaBiz I love parody accounts! Well done. Vote for #Trump. #lol ,"['@joshnoneyabiz', 'love', 'parody', 'accounts!', 'well', 'done.', 'vote', '#trump.', '#lol']",@JoshNoneYaBiz I love parody accounts! Well done. Vote for #Trump. #lol ,"['@joshnoneyabiz', 'love', 'parody', 'accounts!', 'well', 'done.', 'vote', '#trump.', '#lol']",felicidad
"@JoseWilmerPache @Walter46263220 They are the same militiamen of Venezuela...they have power, the mayor is out of power...it's time to leave.....","['@josewilmerpache', '@walter46263220', 'militiamen', 'venezuela...they', 'power,', 'mayor', ""power...it's"", 'time', 'leave.....']","@JoseWilmerPache @Walter46263220 They are the same militiamen of Venezuela...they have power, the mayor is out of power...it's time to leave.....","['@josewilmerpache', '@walter46263220', 'militiamen', 'venezuela...they', 'power,', 'mayor', ""power...it's"", 'time', 'leave.....']",miedo
@josephperson Cam is still rattled from the backlash he received when he made the black QB comment and suffered the wrath of White America.,"['@josephperson', 'cam', 'still', 'rattled', 'backlash', 'received', 'made', 'black', 'qb', 'comment', 'suffered', 'wrath', 'white', 'america.']",@josephperson Cam is still rattled from the backlash he received when he made the black QB comment and suffered the wrath of White America.,"['@josephperson', 'cam', 'still', 'rattled', 'backlash', 'received', 'made', 'black', 'qb', 'comment', 'suffered', 'wrath', 'white', 'america.']",ira
@JonnyDunn93 and Gerrard was awful then,"['@jonnydunn93', 'gerrard', 'awful']",@JonnyDunn93 and Gerrard was awful then,"['@jonnydunn93', 'gerrard', 'awful']",miedo
@JonathanHatfull I’ll look forward to it. Hoping for lots of stetson-tilting and rueful looks into whiskey glasses.,"['@jonathanhatfull', 'i’ll', 'look', 'forward', 'it.', 'hoping', 'lots', 'stetson-tilting', 'rueful', 'looks', 'whiskey', 'glasses.']",@JonathanHatfull I’ll look forward to it. Hoping for lots of stetson-tilting and rueful looks into whiskey glasses.,"['@jonathanhatfull', 'i’ll', 'look', 'forward', 'it.', 'hoping', 'lots', 'stetson-tilting', 'rueful', 'looks', 'whiskey', 'glasses.']",tristeza
@JOjojosiejay or in my case a raging moody cow lol why i buy moody cow socks lol,"['@jojojosiejay', 'case', 'raging', 'moody', 'cow', 'lol', 'buy', 'moody', 'cow', 'socks', 'lol']",@JOjojosiejay or in my case a raging moody cow lol why i buy moody cow socks lol,"['@jojojosiejay', 'case', 'raging', 'moody', 'cow', 'lol', 'buy', 'moody', 'cow', 'socks', 'lol']",ira
@johnwintertweet dudes who wanna play some bass but not buy a bass (me) rejoice,"['@johnwintertweet', 'dudes', 'wanna', 'play', 'bass', 'buy', 'bass', '(me)', 'rejoice']",@johnwintertweet dudes who wanna play some bass but not buy a bass (me) rejoice,"['@johnwintertweet', 'dudes', 'wanna', 'play', 'bass', 'buy', 'bass', '(me)', 'rejoice']",felicidad
"@JohnWildy71 something, too confused to type an entire word  See, I can laugh again. My hour of sadness has almost passed","['@johnwildy71', 'something,', 'confused', 'type', 'entire', 'word', 'see,', 'laugh', 'again.', 'hour', 'sadness', 'almost', 'passed']","@JohnWildy71 something, too confused to type an entire word  See, I can laugh again. My hour of sadness has almost passed","['@johnwildy71', 'something,', 'confused', 'type', 'entire', 'word', 'see,', 'laugh', 'again.', 'hour', 'sadness', 'almost', 'passed']",tristeza
@JohnRMoffitt This is the most grim piece of laughter I was stricken with all day.,"['@johnrmoffitt', 'grim', 'piece', 'laughter', 'stricken', 'day.']",@JohnRMoffitt This is the most grim piece of laughter I was stricken with all day.,"['@johnrmoffitt', 'grim', 'piece', 'laughter', 'stricken', 'day.']",tristeza
@JohnKerry can be as indignant as he wants but the world knows Obama will do nothing and Putin will just do what he wants #Aleppo #Syria,"['@johnkerry', 'indignant', 'wants', 'world', 'knows', 'obama', 'nothing', 'putin', 'wants', '#aleppo', '#syria']",@JohnKerry can be as indignant as he wants but the world knows Obama will do nothing and Putin will just do what he wants #Aleppo #Syria,"['@johnkerry', 'indignant', 'wants', 'world', 'knows', 'obama', 'nothing', 'putin', 'wants', '#aleppo', '#syria']",ira
"@JohnDotWhite I remember its heyday, but these ladies range in age from, I'd say, mid-30s to early 70s.","['@johndotwhite', 'remember', 'heyday,', 'ladies', 'range', 'age', 'from,', ""i'd"", 'say,', 'mid-30s', 'early', '70s.']","@JohnDotWhite I remember its heyday, but these ladies range in age from, I'd say, mid-30s to early 70s.","['@johndotwhite', 'remember', 'heyday,', 'ladies', 'range', 'age', 'from,', ""i'd"", 'say,', 'mid-30s', 'early', '70s.']",felicidad
@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. #umbrage,"['@johnaugust', '@clmazin', 'looking', 'forward', '@abcdesignated.', 'opened', '#stuartspecial.', 'literally', 'yelled', 'tv.', '#umbrage']",@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. #umbrage,"['@johnaugust', '@clmazin', 'looking', 'forward', '@abcdesignated.', 'opened', '#stuartspecial.', 'literally', 'yelled', 'tv.', '#umbrage']",ira
@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. ,"['@johnaugust', '@clmazin', 'looking', 'forward', '@abcdesignated.', 'opened', '#stuartspecial.', 'literally', 'yelled', 'tv.']",@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. ,"['@johnaugust', '@clmazin', 'looking', 'forward', '@abcdesignated.', 'opened', '#stuartspecial.', 'literally', 'yelled', 'tv.']",ira
"@JogglingDroid @BrancoCarmine @Otto_English yeah, #UK was quite the #bully","['@jogglingdroid', '@brancocarmine', '@otto_english', 'yeah,', '#uk', 'quite', '#bully']","@JogglingDroid @BrancoCarmine @Otto_English yeah, #UK was quite the #bully","['@jogglingdroid', '@brancocarmine', '@otto_english', 'yeah,', '#uk', 'quite', '#bully']",miedo
"@JogglingDroid @BrancoCarmine @Otto_English yeah, #UK was quite the ","['@jogglingdroid', '@brancocarmine', '@otto_english', 'yeah,', '#uk', 'quite']","@JogglingDroid @BrancoCarmine @Otto_English yeah, #UK was quite the ","['@jogglingdroid', '@brancocarmine', '@otto_english', 'yeah,', '#uk', 'quite']",miedo
@Joey7Barton I remember Joey slagging England player's off bringing out books after crap tournaments..same same..crap player #bully,"['@joey7barton', 'remember', 'joey', 'slagging', 'england', ""player's"", 'bringing', 'books', 'crap', 'tournaments..same', 'same..crap', 'player', '#bully']",@Joey7Barton I remember Joey slagging England player's off bringing out books after crap tournaments..same same..crap player #bully,"['@joey7barton', 'remember', 'joey', 'slagging', 'england', ""player's"", 'bringing', 'books', 'crap', 'tournaments..same', 'same..crap', 'player', '#bully']",miedo
@Joey7Barton I remember Joey slagging England player's off bringing out books after crap tournaments..same same..crap player ,"['@joey7barton', 'remember', 'joey', 'slagging', 'england', ""player's"", 'bringing', 'books', 'crap', 'tournaments..same', 'same..crap', 'player']",@Joey7Barton I remember Joey slagging England player's off bringing out books after crap tournaments..same same..crap player ,"['@joey7barton', 'remember', 'joey', 'slagging', 'england', ""player's"", 'bringing', 'books', 'crap', 'tournaments..same', 'same..crap', 'player']",miedo
@JoeGoodmanJr. A solution. But the assumptions by media in articles and every other venue causes animosity to the conversation.,"['@joegoodmanjr.', 'solution.', 'assumptions', 'media', 'articles', 'every', 'venue', 'causes', 'animosity', 'conversation.']",@JoeGoodmanJr. A solution. But the assumptions by media in articles and every other venue causes animosity to the conversation.,"['@joegoodmanjr.', 'solution.', 'assumptions', 'media', 'articles', 'every', 'venue', 'causes', 'animosity', 'conversation.']",ira
"@jody_paterson So I worry about emphasis on 'keeping family together' as a guiding principle, due to my own experiences","['@jody_paterson', 'worry', 'emphasis', ""'keeping"", 'family', ""together'"", 'guiding', 'principle,', 'due', 'experiences']","@jody_paterson So I worry about emphasis on 'keeping family together' as a guiding principle, due to my own experiences","['@jody_paterson', 'worry', 'emphasis', ""'keeping"", 'family', ""together'"", 'guiding', 'principle,', 'due', 'experiences']",miedo
@jodikantor @nytimes only if YOU will pay for them and YOU will be responsible for them and their doings. #sober #real #blind,"['@jodikantor', '@nytimes', 'pay', 'responsible', 'doings.', '#sober', '#real', '#blind']",@jodikantor @nytimes only if YOU will pay for them and YOU will be responsible for them and their doings. #sober #real #blind,"['@jodikantor', '@nytimes', 'pay', 'responsible', 'doings.', '#sober', '#real', '#blind']",tristeza
@JoaquinPutoAmo vas a ir al de the amaity affliction?,"['@joaquinputoamo', 'vas', 'ir', 'al', 'de', 'amaity', 'affliction?']",@JoaquinPutoAmo vas a ir al de the amaity affliction?,"['@joaquinputoamo', 'vas', 'ir', 'al', 'de', 'amaity', 'affliction?']",tristeza
@jndtech horrible.,"['@jndtech', 'horrible.']",@jndtech horrible.,"['@jndtech', 'horrible.']",miedo
@JlKelly1 @FJ_Berry I've got #teampaella presents on their way for you and Fi but I don't think they'll arrive by Saturday sadly!! ;),"['@jlkelly1', '@fj_berry', ""i've"", 'got', '#teampaella', 'presents', 'way', 'fi', 'think', ""they'll"", 'arrive', 'saturday', 'sadly!!', ';)']",@JlKelly1 @FJ_Berry I've got #teampaella presents on their way for you and Fi but I don't think they'll arrive by Saturday sadly!! ;),"['@jlkelly1', '@fj_berry', ""i've"", 'got', '#teampaella', 'presents', 'way', 'fi', 'think', ""they'll"", 'arrive', 'saturday', 'sadly!!', ';)']",tristeza
"@jk_rowling never thought an angry oompa loompa would be my Boggart, but there you have it. #boggart #PresidentTrump #nightmare","['@jk_rowling', 'never', 'thought', 'angry', 'oompa', 'loompa', 'would', 'boggart,', 'it.', '#boggart', '#presidenttrump', '#nightmare']","@jk_rowling never thought an angry oompa loompa would be my Boggart, but there you have it. #boggart #PresidentTrump #nightmare","['@jk_rowling', 'never', 'thought', 'angry', 'oompa', 'loompa', 'would', 'boggart,', 'it.', '#boggart', '#presidenttrump', '#nightmare']",miedo
"@jk_rowling never thought an angry oompa loompa would be my Boggart, but there you have it. #boggart #PresidentTrump ","['@jk_rowling', 'never', 'thought', 'angry', 'oompa', 'loompa', 'would', 'boggart,', 'it.', '#boggart', '#presidenttrump']","@jk_rowling never thought an angry oompa loompa would be my Boggart, but there you have it. #boggart #PresidentTrump ","['@jk_rowling', 'never', 'thought', 'angry', 'oompa', 'loompa', 'would', 'boggart,', 'it.', '#boggart', '#presidenttrump']",miedo
@jjskeffington @foodbelfast I dread to think!,"['@jjskeffington', '@foodbelfast', 'dread', 'think!']",@jjskeffington @foodbelfast I dread to think!,"['@jjskeffington', '@foodbelfast', 'dread', 'think!']",miedo
"@Jinath_Hyder I can't have alcohol on it, sadly, but it only flares up under very specific circumstances so I just need to be more careful","['@jinath_hyder', ""can't"", 'alcohol', 'it,', 'sadly,', 'flares', 'specific', 'circumstances', 'need', 'careful']","@Jinath_Hyder I can't have alcohol on it, sadly, but it only flares up under very specific circumstances so I just need to be more careful","['@jinath_hyder', ""can't"", 'alcohol', 'it,', 'sadly,', 'flares', 'specific', 'circumstances', 'need', 'careful']",tristeza
@Jin_Hit_twt_ a mi abuela tuvo la oportunidad de irse con una familia de mucho dinero donde tendría que cuidarria solo de su hija pequeña y tendría todas las comodidades pero la desaprove,"['@jin_hit_twt_', 'mi', 'abuela', 'tuvo', 'la', 'oportunidad', 'de', 'irse', 'con', 'una', 'familia', 'de', 'mucho', 'dinero', 'donde', 'tendría', 'que', 'cuidarria', 'solo', 'de', 'su', 'hija', 'pequeña', 'tendría', 'todas', 'las', 'comodidades', 'pero', 'la', 'desaprove']",@Jin_Hit_twt_ a mi abuela tuvo la oportunidad de irse con una familia de mucho dinero donde tendría que cuidarria solo de su hija pequeña y tendría todas las comodidades pero la desaprove,"['@jin_hit_twt_', 'mi', 'abuela', 'tuvo', 'la', 'oportunidad', 'de', 'irse', 'con', 'una', 'familia', 'de', 'mucho', 'dinero', 'donde', 'tendría', 'que', 'cuidarria', 'solo', 'de', 'su', 'hija', 'pequeña', 'tendría', 'todas', 'las', 'comodidades', 'pero', 'la', 'desaprove']",tristeza
@jimadair3 Guitar shop owners everywhere rejoice,"['@jimadair3', 'guitar', 'shop', 'owners', 'everywhere', 'rejoice']",@jimadair3 Guitar shop owners everywhere rejoice,"['@jimadair3', 'guitar', 'shop', 'owners', 'everywhere', 'rejoice']",felicidad
@jetmissTee I thought I peeped him on your snap. That's the homie ✊🏽 lol,"['@jetmisstee', 'thought', 'peeped', 'snap.', ""that's"", 'homie', '✊🏽', 'lol']",@jetmissTee I thought I peeped him on your snap. That's the homie ✊🏽 lol,"['@jetmisstee', 'thought', 'peeped', 'snap.', ""that's"", 'homie', '✊🏽', 'lol']",ira
@jessespector @nasboat old rich white religious guy supports republicans. Not shocking at all.,"['@jessespector', '@nasboat', 'old', 'rich', 'white', 'religious', 'guy', 'supports', 'republicans.', 'shocking', 'all.']",@jessespector @nasboat old rich white religious guy supports republicans. Not shocking at all.,"['@jessespector', '@nasboat', 'old', 'rich', 'white', 'religious', 'guy', 'supports', 'republicans.', 'shocking', 'all.']",miedo
@jessbr0ughton don't be shy next time! We're a cheery bunch. :) \n\nSam. X,"['@jessbr0ughton', 'shy', 'next', 'time!', ""we're"", 'cheery', 'bunch.', ':)', '\\n\\nsam.']",@jessbr0ughton don't be shy next time! We're a cheery bunch. :) \n\nSam. X,"['@jessbr0ughton', 'shy', 'next', 'time!', ""we're"", 'cheery', 'bunch.', ':)', '\\n\\nsam.']",felicidad
@jeremycorbyn @magstogether my god is @jeremycorbyn a full shilling? Seriously you need a major rethink or no lab gove in your lifetime #sad,"['@jeremycorbyn', '@magstogether', 'god', '@jeremycorbyn', 'full', 'shilling?', 'seriously', 'need', 'major', 'rethink', 'lab', 'gove', 'lifetime', '#sad']",@jeremycorbyn @magstogether my god is @jeremycorbyn a full shilling? Seriously you need a major rethink or no lab gove in your lifetime #sad,"['@jeremycorbyn', '@magstogether', 'god', '@jeremycorbyn', 'full', 'shilling?', 'seriously', 'need', 'major', 'rethink', 'lab', 'gove', 'lifetime', '#sad']",tristeza
@jeremycorbyn @magstogether my god is @jeremycorbyn a full shilling? Seriously you need a major rethink or no lab gove in your lifetime ,"['@jeremycorbyn', '@magstogether', 'god', '@jeremycorbyn', 'full', 'shilling?', 'seriously', 'need', 'major', 'rethink', 'lab', 'gove', 'lifetime']",@jeremycorbyn @magstogether my god is @jeremycorbyn a full shilling? Seriously you need a major rethink or no lab gove in your lifetime ,"['@jeremycorbyn', '@magstogether', 'god', '@jeremycorbyn', 'full', 'shilling?', 'seriously', 'need', 'major', 'rethink', 'lab', 'gove', 'lifetime']",tristeza
"@JennyPGR I worry about typos in any email to Simon, draft attached or not...","['@jennypgr', 'worry', 'typos', 'email', 'simon,', 'draft', 'attached', 'not...']","@JennyPGR I worry about typos in any email to Simon, draft attached or not...","['@jennypgr', 'worry', 'typos', 'email', 'simon,', 'draft', 'attached', 'not...']",miedo
"@jennylhowe I am angry at the student for being a racist, and the teacher for not stopping it, and at the class for letting it go by.","['@jennylhowe', 'angry', 'student', 'racist,', 'teacher', 'stopping', 'it,', 'class', 'letting', 'go', 'by.']","@jennylhowe I am angry at the student for being a racist, and the teacher for not stopping it, and at the class for letting it go by.","['@jennylhowe', 'angry', 'student', 'racist,', 'teacher', 'stopping', 'it,', 'class', 'letting', 'go', 'by.']",ira
@jenhasonen it is supposed to be #dark and #gritty though,"['@jenhasonen', 'supposed', '#dark', '#gritty', 'though']",@jenhasonen it is supposed to be #dark and #gritty though,"['@jenhasonen', 'supposed', '#dark', '#gritty', 'though']",tristeza
@Jen_Lee @mostlymartha @edotwoods we just found thin mints in a freezer clean. i couldn't be more elated.,"['@jen_lee', '@mostlymartha', '@edotwoods', 'found', 'thin', 'mints', 'freezer', 'clean.', 'elated.']",@Jen_Lee @mostlymartha @edotwoods we just found thin mints in a freezer clean. i couldn't be more elated.,"['@jen_lee', '@mostlymartha', '@edotwoods', 'found', 'thin', 'mints', 'freezer', 'clean.', 'elated.']",felicidad
@jellzybean cheer up punkin',"['@jellzybean', 'cheer', ""punkin'""]",@jellzybean cheer up punkin',"['@jellzybean', 'cheer', ""punkin'""]",felicidad
"@JedRivett @CharlesCassidy_  Jus see if you ever do anything you pussy , u don't scare me look who u chill with 😂😂😂","['@jedrivett', '@charlescassidy_', 'jus', 'see', 'ever', 'anything', 'pussy', 'scare', 'look', 'chill', '😂😂😂']","@JedRivett @CharlesCassidy_  Jus see if you ever do anything you pussy , u don't scare me look who u chill with 😂😂😂","['@jedrivett', '@charlescassidy_', 'jus', 'see', 'ever', 'anything', 'pussy', 'scare', 'look', 'chill', '😂😂😂']",miedo
@Jchawes What is your favorite #horror movie? #ghosthunters,"['@jchawes', 'favorite', '#horror', 'movie?', '#ghosthunters']",@Jchawes What is your favorite #horror movie? #ghosthunters,"['@jchawes', 'favorite', '#horror', 'movie?', '#ghosthunters']",miedo
@jccrocker #CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later #sad #protest #PoliceShootings #suggestions,"['@jccrocker', '#charlotteprotest', '#wait', 'facts', '#video', '#hate', 'ask', 'questions', 'later', '#sad', '#protest', '#policeshootings', '#suggestions']",@jccrocker #CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later #sad #protest #PoliceShootings #suggestions,"['@jccrocker', '#charlotteprotest', '#wait', 'facts', '#video', '#hate', 'ask', 'questions', 'later', '#sad', '#protest', '#policeshootings', '#suggestions']",tristeza
@jccrocker #CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later  #protest #PoliceShootings #suggestions,"['@jccrocker', '#charlotteprotest', '#wait', 'facts', '#video', '#hate', 'ask', 'questions', 'later', '#protest', '#policeshootings', '#suggestions']",@jccrocker #CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later  #protest #PoliceShootings #suggestions,"['@jccrocker', '#charlotteprotest', '#wait', 'facts', '#video', '#hate', 'ask', 'questions', 'later', '#protest', '#policeshootings', '#suggestions']",tristeza
@JBCrewdotcom how his own fans insult him,"['@jbcrewdotcom', 'fans', 'insult']",@JBCrewdotcom how his own fans insult him,"['@jbcrewdotcom', 'fans', 'insult']",ira
@JaySekulow what can we do 2 get @realDonaldTrump 2 reveal his taxes? That is the immediate danger. But u will not answer me. #afraid,"['@jaysekulow', 'get', '@realdonaldtrump', 'reveal', 'taxes?', 'immediate', 'danger.', 'answer', 'me.', '#afraid']",@JaySekulow what can we do 2 get @realDonaldTrump 2 reveal his taxes? That is the immediate danger. But u will not answer me. #afraid,"['@jaysekulow', 'get', '@realdonaldtrump', 'reveal', 'taxes?', 'immediate', 'danger.', 'answer', 'me.', '#afraid']",miedo
@JaySekulow what can we do 2 get @realDonaldTrump 2 reveal his taxes? That is the immediate danger. But u will not answer me. ,"['@jaysekulow', 'get', '@realdonaldtrump', 'reveal', 'taxes?', 'immediate', 'danger.', 'answer', 'me.']",@JaySekulow what can we do 2 get @realDonaldTrump 2 reveal his taxes? That is the immediate danger. But u will not answer me. ,"['@jaysekulow', 'get', '@realdonaldtrump', 'reveal', 'taxes?', 'immediate', 'danger.', 'answer', 'me.']",miedo
@jaymohr37 droop saw naked wrestling and asked 'What if I get a hole in one?' #jaymohrsports,"['@jaymohr37', 'droop', 'saw', 'naked', 'wrestling', 'asked', ""'what"", 'get', 'hole', ""one?'"", '#jaymohrsports']",@jaymohr37 droop saw naked wrestling and asked 'What if I get a hole in one?' #jaymohrsports,"['@jaymohr37', 'droop', 'saw', 'naked', 'wrestling', 'asked', ""'what"", 'get', 'hole', ""one?'"", '#jaymohrsports']",tristeza
"@jaybusbee Well, not Archie. No offense but he's kinda old.","['@jaybusbee', 'well,', 'archie.', 'offense', ""he's"", 'kinda', 'old.']","@jaybusbee Well, not Archie. No offense but he's kinda old.","['@jaybusbee', 'well,', 'archie.', 'offense', ""he's"", 'kinda', 'old.']",ira
"@Jay_2752 thank you, I shall mourn her","['@jay_2752', 'thank', 'you,', 'shall', 'mourn']","@Jay_2752 thank you, I shall mourn her","['@jay_2752', 'thank', 'you,', 'shall', 'mourn']",tristeza
@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis #angry,"['@jasonmillerindc', '@realdonaldtrump', 'prudence', 'suggests', '8+%', 'bump', '2-3', 'weeks', 'viewed', 'skepticism.', 'media/hrc', 'axis', '#angry']",@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis #angry,"['@jasonmillerindc', '@realdonaldtrump', 'prudence', 'suggests', '8+%', 'bump', '2-3', 'weeks', 'viewed', 'skepticism.', 'media/hrc', 'axis', '#angry']",ira
@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis ,"['@jasonmillerindc', '@realdonaldtrump', 'prudence', 'suggests', '8+%', 'bump', '2-3', 'weeks', 'viewed', 'skepticism.', 'media/hrc', 'axis']",@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis ,"['@jasonmillerindc', '@realdonaldtrump', 'prudence', 'suggests', '8+%', 'bump', '2-3', 'weeks', 'viewed', 'skepticism.', 'media/hrc', 'axis']",ira
@JasonBHampton it's Bowers. I went and drove it for a while this evening #horrible,"['@jasonbhampton', 'bowers.', 'went', 'drove', 'evening', '#horrible']",@JasonBHampton it's Bowers. I went and drove it for a while this evening #horrible,"['@jasonbhampton', 'bowers.', 'went', 'drove', 'evening', '#horrible']",miedo
@JasonBHampton it's Bowers. I went and drove it for a while this evening ,"['@jasonbhampton', 'bowers.', 'went', 'drove', 'evening']",@JasonBHampton it's Bowers. I went and drove it for a while this evening ,"['@jasonbhampton', 'bowers.', 'went', 'drove', 'evening']",miedo
@janhopis I found the first few episodes of Bojack incredibly funny. Then it got less funny but I stayed for the #drama,"['@janhopis', 'found', 'first', 'episodes', 'bojack', 'incredibly', 'funny.', 'got', 'less', 'funny', 'stayed', '#drama']",@janhopis I found the first few episodes of Bojack incredibly funny. Then it got less funny but I stayed for the #drama,"['@janhopis', 'found', 'first', 'episodes', 'bojack', 'incredibly', 'funny.', 'got', 'less', 'funny', 'stayed', '#drama']",tristeza
"@Janet_Reid Wonderful post! Novelists shouldn't be discouraged by rejection, but they usually are because their work is so personal.","['@janet_reid', 'wonderful', 'post!', 'novelists', 'discouraged', 'rejection,', 'usually', 'work', 'personal.']","@Janet_Reid Wonderful post! Novelists shouldn't be discouraged by rejection, but they usually are because their work is so personal.","['@janet_reid', 'wonderful', 'post!', 'novelists', 'discouraged', 'rejection,', 'usually', 'work', 'personal.']",tristeza
"@jamoral @carlossmato But dude @carlossmato is a university professor, he's not going to go out and publish something false just for ideological posturing. This is the country and system you have. Digierelo","['@jamoral', '@carlossmato', 'dude', '@carlossmato', 'university', 'professor,', ""he's"", 'going', 'go', 'publish', 'something', 'false', 'ideological', 'posturing.', 'country', 'system', 'have.', 'digierelo']","@jamoral @carlossmato But dude @carlossmato is a university professor, he's not going to go out and publish something false just for ideological posturing. This is the country and system you have. Digierelo","['@jamoral', '@carlossmato', 'dude', '@carlossmato', 'university', 'professor,', ""he's"", 'going', 'go', 'publish', 'something', 'false', 'ideological', 'posturing.', 'country', 'system', 'have.', 'digierelo']",tristeza
@jamiesonhelen @MarianKeyes all three of my agin's on the pout .,"['@jamiesonhelen', '@mariankeyes', 'three', ""agin's"", 'pout']",@jamiesonhelen @MarianKeyes all three of my agin's on the pout .,"['@jamiesonhelen', '@mariankeyes', 'three', ""agin's"", 'pout']",ira
@JamieNicks_ it makes complete sense and i'm elated to hear this :],"['@jamienicks_', 'makes', 'complete', 'sense', ""i'm"", 'elated', 'hear', ':]']",@JamieNicks_ it makes complete sense and i'm elated to hear this :],"['@jamienicks_', 'makes', 'complete', 'sense', ""i'm"", 'elated', 'hear', ':]']",felicidad
@JamesWickham Congratulations!  My top home-owning tip: try not to look at your mortgage balance too often.  The slowness will depress you.,"['@jameswickham', 'congratulations!', 'top', 'home-owning', 'tip:', 'try', 'look', 'mortgage', 'balance', 'often.', 'slowness', 'depress', 'you.']",@JamesWickham Congratulations!  My top home-owning tip: try not to look at your mortgage balance too often.  The slowness will depress you.,"['@jameswickham', 'congratulations!', 'top', 'home-owning', 'tip:', 'try', 'look', 'mortgage', 'balance', 'often.', 'slowness', 'depress', 'you.']",tristeza
@jaime_scurr: any team in the world would be totally elated to get to have you on it XD,"['@jaime_scurr:', 'team', 'world', 'would', 'totally', 'elated', 'get', 'xd']",@jaime_scurr: any team in the world would be totally elated to get to have you on it XD,"['@jaime_scurr:', 'team', 'world', 'would', 'totally', 'elated', 'get', 'xd']",felicidad
@jadelalaa_ hahaha and u da best bro ever luv u hearty hearts,"['@jadelalaa_', 'hahaha', 'da', 'best', 'bro', 'ever', 'luv', 'hearty', 'hearts']",@jadelalaa_ hahaha and u da best bro ever luv u hearty hearts,"['@jadelalaa_', 'hahaha', 'da', 'best', 'bro', 'ever', 'luv', 'hearty', 'hearts']",felicidad
"@jade0208 unfortunately the diet is still on, so they will have to wait till Friday I'm afraid.","['@jade0208', 'unfortunately', 'diet', 'still', 'on,', 'wait', 'till', 'friday', ""i'm"", 'afraid.']","@jade0208 unfortunately the diet is still on, so they will have to wait till Friday I'm afraid.","['@jade0208', 'unfortunately', 'diet', 'still', 'on,', 'wait', 'till', 'friday', ""i'm"", 'afraid.']",miedo
@Jacqueline_69 haha! She did well today. I can't get beyond her pout annoying me I'm afraid.,"['@jacqueline_69', 'haha!', 'well', 'today.', ""can't"", 'get', 'beyond', 'pout', 'annoying', ""i'm"", 'afraid.']",@Jacqueline_69 haha! She did well today. I can't get beyond her pout annoying me I'm afraid.,"['@jacqueline_69', 'haha!', 'well', 'today.', ""can't"", 'get', 'beyond', 'pout', 'annoying', ""i'm"", 'afraid.']",tristeza
"@Jacke4532 Those who leave are not looking to bathe in dollars, they are looking for is quality of life and well being outside of #Venezuela. Best wishes to your son","['@jacke4532', 'leave', 'looking', 'bathe', 'dollars,', 'looking', 'quality', 'life', 'well', 'outside', '#venezuela.', 'best', 'wishes', 'son']","@Jacke4532 Those who leave are not looking to bathe in dollars, they are looking for is quality of life and well being outside of #Venezuela. Best wishes to your son","['@jacke4532', 'leave', 'looking', 'bathe', 'dollars,', 'looking', 'quality', 'life', 'well', 'outside', '#venezuela.', 'best', 'wishes', 'son']",felicidad
