tweet_tokenized,Sentiment,NB,SVM,DF
"['evidente', 'nuevo', 'gobierno', 'americano', 'evaluará', 'resultados', 'estrategia', 'sancionatoria', 'predecesor', 'ser', 'demasiado', 'perspicaz', 'lara', 'entender', 'resultado', 'cualquier', 'evaluación', 'tipo', 'funcionado', 'repetirlas', 'iguales', 'parece', 'probable']",Neutral,0,0,0
"['allá', 'crisis', 'riesgos', 'cualquier', 'país', 'consumidores', 'necesidades', 'existen', 'oportunidades', 'negocio', 'reto', 'buscarlas']",Neutral,0,0,0
"['planteado', 'relajamiento', 'sanciones', 'usa', 'gobierno', 'maduro', 'si', 'espera', 'apertura', 'temas', 'humanitarios', 'eviten', 'sanciones', 'afecten', 'pueblo', 'gobierno']",Neutral,0,0,0
"['absolutamente', 'imposible', 'evitar', 'líderes', 'regionales', 'partidos', 'presionen', 'participación', 'elecciones', 'regionales', 'líder', 'articule', 'va', 'tener', 'ventaja', 'substancial', 'capitalizar', 'liderazgo', 'nacional']",Neutral,0,0,0
"['medida', 'sector', 'público', 've', 'restringido', 'evidente', 'producen', 'oportunidades', 'apertura', 'sector', 'privado', 'definitivamente', 'sancionado', 'países', 'sancionados', 'empresas', 'privadas', 'terminan', 'paradójicamente', 'protagonizando', 'economía']",Neutral,0,0,0
"['esperanzas', 'recuperar', 'confianza', 'instituciones', 'imposible', 'rescate', 'equilibrios', 'económicos', 'embargo', 'apertura', 'facto', 'mercado', 'cambiario', 'precios', 'sectores', 'puede', 'generar', 'oportunidades', 'puntuales', 'mejora']",Neutral,0,0,0
"['ciencias', 'sociales', 'incapaces', 'proyectar', 'tiempos', 'incierto', 'claro', 'momento', 'infinitamente', 'probable', 'ver', 'cambios', 'económicos', 'políticos', 'venezuela']",Neutral,0,0,0
"['sector', 'privado', 'indispensable', 'abastecer', 'bienes', 'servicios', 'forma', 'operar', 'acuerdos', 'básicos', 'gob', 'control', 'territorial', 'acción', 'natural', 'buscar', 'mantenerse', 'operando', 'problema', 'sino', 'capases', 'producir', 'cambio']",Neutral,0,0,0
"['minutos', 'tradicional', 'sesión', 'preguntas', 'respuestas', 'comenzando', 'ahora', 'mismo', 'gracias', 'adelantadas', 'participación']",Neutral,0,0,0
"['policiavzla', 'terrible', 'realidad']",Neutral,0,0,0
"['josmor', 'historia', 'llena', 'casos', 'cuba', 'irán', 'siria', 'north', 'korea', 'zimbabue']",Neutral,0,0,0
"['mbloqueados', 'elipaez', 'dicho', 'tema', 'sanción', 'amplifica', 'castigo', 'imprimía', 'gobierno', 'parece', 'sacrificio', 'resultados']",Neutral,0,0,0
"['cperezlavatelli', 'estimado', 'cristobal', 'sino', 'estudios', 'demuestran', 'amplificación', 'crisis', 'originada', 'gobierno', 'reforzada', 'sanciones', 'lista', 'además', 'masiva', 'cierto', 'si', 'sanciones', 'afectarán', 'exigieran', 'sacrificios', 'tampoco', 'funcionarían']",Neutral,0,0,0
"['lamh', 'jajaja', 'podría', 'responder', 'afirmación', 'comunista', 'indulto', 'imbecil', 'ignorante', 'diferencia', 'afirmación', 'falsa']",Neutral,0,0,0
"['otmarom', 'gracias']",Neutral,0,0,0
"['elipaez', 'debo', 'entender', 'entonces', 'eleazar', 'mejor', 'estrategia', 'seguir', 'castigando', 'pueblo', 'aunque', 'sirva', 'sacar', 'gobierno', 'debe', 'ser', 'difícil', 'conectar', 'pueblo', 'planteamiento', '¿no', 'parece']",Neutral,0,0,0
"['sagagodio', 'busca', 'afirmación', 'queda', 'gobierno', 'doy', 'razón', 'públicamente', 'todas', 'redes', 'si', 'co', 'sigues', 'disculpas', 'públicamente', 'rt', 'dale']",Neutral,0,0,0
"['cperezlavatelli', 'tomas', 'medicina', 'equivocada', 'resuelves', 'problema', 'dan', 'efectos', 'secundarios', 'quitarte', 'medicina', 'tampoco', 'resuelve', 'problema', 'si', 'quita', 'efectos', 'secundarios', 'seguir', 'tomándote', 'funcione', '¿te', 'parece', 'entonces', 'racional']",Neutral,0,0,0
"['jovicenter', 'tema', 'tocayo', 'negociación', 'parte', 'objetivo', 'falló', 'creo', 'completamente', 'vista', '¿qué', 'único', 'queda', 'entonces', 'avista', 'sacrifico', 'breve', 'rabia', '¿y', 'crees', 'probablemente', 'injusta', 'inevitable']",Neutral,0,0,0
"['si', 'sanción', 'aplica', 'cambiar', 'gob', 'asumiendo', 'sacrificios', 'pueblo', '¿qué', 'pasa', 'falla', 'objetivo', 'saca', 'gob', 'quedan', 'sólo', 'sacrificios', 'pueblo', 'pretendes', 'ayudar', 'pueblo', 'comienza', 'culpar', 'sanciones', 'culpable', 'gob']",Neutral,0,0,0
"['listo', 'conversar', 'ig', 'live', 'albacmujica', 'vemos', 'ahí']",Neutral,0,0,0
"['cancelación', 'acuerdo', 'petróleo', 'diésel', 'error', 'genera', 'contrario', 'buscado', 'deteriora', 'vida', 'pob', 'amenaza', 'distribución', 'alimentos', 'medicinas', 'generación', 'eléctrica', 'estimula', 'mercado', 'negro', 'genera', 'recursos', 'gob', 'sancionado']",Neutral,0,0,0
"['mientras', 'demore', 'reinstalación', 'acuerdo', 'intercambio', 'petróleo', 'diésel', 'afectará', 'vida', 'pob', 'obligándola', 'sacrificio', 'inutil', 'fallas', 'suministro', 'diésel', 'despiertan', 'fantasma', 'paralización', 'económica', 'total']",Neutral,0,0,0
"['obvio', 'demostrado', 'solución', 'problema', 'vzlano', 'usa', 'europa', 'china', 'rusia', 'cuba', 'sino', 'vzla', 'ayuda', 'internacional', 'importante', 'pierde', 'biden', 'después', 'éxito', 'estrategia', 'radical', 'vigente', 'hoy', 'contundente', 'vista']",Neutral,0,0,0
"['dado', 'admon', 'biden', 'mucha', 'presión', 'temas', 'internos', 'usa', 'venezuela', 'pierde', 'protagonismo', 'propia', 'oposición', 'sector', 'privado', 'ong’s', 'vzlanos', 'reto', 'colocar', 'temas', 'humanitarios', 'agenda', 'todas', 'reuniones', 'relaciones', 'nuevo', 'gob']",Neutral,0,0,0
"['reto', 'clave', 'conseguir', 'vías', 'entrada', 'ayuda', 'humanitaria', 'venezuela', 'connotaciones', 'políticas', 'mientras', 'segmentos', 'conflicto', 'pongan', 'primero', 'gente', 'sufre', 'intereses', 'políticos', 'conexión', 'lideres', 'población', 'pulveriza']",Neutral,0,0,0
"['reto', 'inmediato', 'diferencias', 'políticas', 'lograr', 'reinstale', 'inmediato', 'acuerdo', 'intercambio', 'petróleo', 'diésel', 'canceló', 'noviembre', 'pasado', 'impactos', 'negativos', 'transporte', 'electricidad', 'producción', 'agrícola', 'agua', 'max', 'días']",Neutral,0,0,0
"['probable', 'administración', 'biden', 'abandone', 'apego', 'mantra', 'fin', 'usurpación', 'gob', 'transición', 'elecciones', 'libres', 'entendiendo', 'cualquier', 'solución', 'pasará', 'acción', 'multilateral', 'europa', 'presionando', 'elecciones', 'esperarán', 'salida', 'maduro']",Neutral,0,0,0
"['temas', 'prioritarios', 'biden', 'humanitario', 'mayor', 'impacto', 'vzla', 'pues', 'pese', 'sostener', 'rechazo', 'maduro', 'preservar', 'sanciones', 'mismas', 'reevaluadas', 'función', 'capacidad', 'éxito', 'ahora', 'fracasos', 'impacto', 'gente', 'ahora', 'negativos']",Neutral,0,0,0
"['temas', 'prioritarios', 'biden', 'usa', 'claros', 'decretos', 'hoy', 'manejo', 'covid', 'recuperación', 'económica', 'cuidado', 'ambiental', 'combate', 'racimismo', 'supremacismo', 'xenofobia', 'genera', 'discriminación', 'palabra', 'mágica', 'humanitario”']",Neutral,0,0,0
"['gob', 'biden', 'tema', 'vzla', 'primeros', 'temas', 'interés', 'nacional', 'usa', 'trump', 'llevó', 'fundamentalmente', 'tema', 'electoral', 'impacto', 'florida', 'hace', 'pensar', 'decisiones', 'vzla', 'inmediatas', 'generará', 'cierto', 'nivel', 'inercia']",Neutral,0,0,0
"['¿qué', 'espera', 'gob', 'biden', 'frente', 'venezuela', 'corto', 'plazo', 'mantiene', 'posición', 'rechazo', 'gob', 'maduro', 'respaldo', 'an', 'juan', 'guaidó', 'matices', 'cambio', 'frente', 'temas', 'humanitarios', 'abren', 'compuertas', 'cambios', 'pueden', 'ser', 'fundamentales']",Neutral,0,0,0
"['impactante', 'opinión', 'pública', 'vzlana', 'vea', 'continuamente', 'contaminada', 'noticias', 'falsas', 'sesgadas', 'exageradas', 'increíble', 'gente', 'siga', 'dejándose', 'manipular', 'información', 'costos', 'alquileres', 'dado', 'hablar', 'falsa', 'vez']",Neutral,0,0,0
"['país', 'repleto', 'problemas', 'económicos', 'políticos', 'sociales', 'seguro', 'loco', 'alguien', 'venda', 'compre', 'ferrari', 'noticia', 'acapara', 'atención', 'opinión', 'pública', 'debate', 'político', 'indica', 'vacío', 'espeluznante']",Neutral,0,0,0
"['hoy', 'pudimos', 'acompañar', 'presencialmente', 'divina', 'pastora', 'debido', 'restricciones', 'pandemia', 'permitieron', 'recorrido', 'anual', 'hicimos', 'virtualmente', 'recuerdos', 'guardados', 'siempre', 'felicidades', 'guaros', 'toda', 'vzla']",Neutral,0,0,0
"['cerrar', 'amenazar', 'medios', 'comunicación', 'sólo', 'acción', 'anti', 'democrática', 'inconstitucional', 'sino', 'politicamente', 'impresentable', 'hacia', 'interior', 'exterior', 'país', 'aleja', 'oficialismo', 'cualquier', 'arista', 'negociación', 'futura', 'camine', 'rescatar', 'equilibrios']",Neutral,0,0,0
"['posiciones', 'extremas', 'irreverentes', 'supremacistas', 'lograron', 'dividir', 'mostrar', 'división', 'usa', 'habla', 'futuro', 'complejo', 'presiones', 'conflictos', 'afortunadamente', 'instituciones', 'pese', 'embates', 'siguen', 'funcionando', 'defendiendo', 'legado', 'democrático']",Neutral,0,0,0
"['difícil', 'imposible', 'demócratas', 'consigan', 'senadores', 'necesarios', 'impeachment”', 'trump', 'aunque', 'aliados', 'resquebrajan', 'obstante', 'acuerdo', 'probable', 'podría', 'lograrse', 'alrededor', 'inhabilitación', 'política', 'impida', 'lanzarse']",Neutral,0,0,0
"['previsible', 'encuestas', 'mostraran', 'muestran', 'caída', 'significativa', 'popularidad', 'trump', 'usa', 'luego', 'asaltó', 'capitolio', 'posibilidades', 'desvincularse', 'menos', 'perceptualmente', 'extremadamente', 'bajas', 'rechazo', 'general', 'acción', 'gigante']",Neutral,0,0,0
"['gobiernos', 'políticos', 'desarrollan', 'estrategias', 'consolidar', 'ganar', 'poder', 'nones', 'posible', 'entender', 'racionalidad', 'política', 'considerar', 'intereses', 'agendas', 'partes']",Neutral,0,0,0
"['probable', 'ver', 'cambios', 'profundos', 'modelo', 'económico', 'chavismo', 'hacia', 'mayor', 'apertura', 'sector', 'privado', 'ver', 'cambio', 'político', 'venezuela', 'corto', 'mediano', 'plazo']",Neutral,0,0,0
"['ninguna', 'diferencia', 'republicanos', 'demócratas', 'respecto', 'posición', 'irreconocimiento', 'legitimidad', 'maduro', 'instituciones', 'diferencias', 'implementación', 'estrategia']",Neutral,0,0,0
"['negociación', 'política', 'nacional', 'internacional', 'rescate', 'vía', 'electoral', 'mecanismo', 'institucionalización', 'país', 'absolutamente', 'guns', 'posibilidad', 'resolver', 'conflicto', 'prolongará', 'indefinidamente']",Neutral,0,0,0
"['gob', 'biden', 'seguirá', 'política', 'firme', 'desconocimiento', 'gob', 'maduro', 'pueden', 'esperar', 'matices', 'apertura', 'matices', 'van', 'temas', 'humanitarios', 'posibilidad', 'actuar', 'multilateralmente', 'europa', 'presionar', 'condiciones', 'electorales']",Neutral,0,0,0
"['lamentablemente', 'economía', 'vzlana', 'llena', 'distorsiones', 'graves', 'dolarización', 'sino', 'masificación', 'informal', 'desordenada', 'uso', 'divisas', 'traduce', 'regularizaciones', 'salariales', 'allá', 'impactos', 'facto”']",Neutral,0,0,0
"['reconocimiento', 'político', 'venezuela', 'momento', 'depende', 'ninguna', 'cosa', 'interés', 'revolución']",Neutral,0,0,0
"['valor', 'bolívar', 'depende', 'confianza', 'confianza', 'pueden', 'maniobrar', 'rato', 'cantidad', 'dinero', 'dejan', 'circular', 'final', 'siempre', 'explota', 'devaluación', 'fenómeno', 'imparable', 'continuará']",Neutral,0,0,0
"['europa', 'tomó', 'decisión', 'esperaba', 'posición', 'gobierno', 'maduro', 'instituciones', 'mantiene', 'puede', 'lograr', 'consenso', 'mantener', 'soporte', 'gob', 'interino', 'límite', 'tiempo', 'elecciones', 'expectativas', 'solución', 'corto', 'plazo']",Neutral,0,0,0
"['mismo', 'hacían', 'instituciones', 'poder', 'controladas', 'revolución', 'tsj', 'an', 'decidir', 'función', 'interés', 'revolución', 'tema', 'formal', 'fondo']",Neutral,0,0,0
"['mecanismo', 'utilizará', 'abrir', 'espacios', 'sector', 'privado', 'incluyendo', 'áreas', 'constitucionalmente', 'restringidas', 'edo', 'energía', 'petróleo', 'atractivo', 'restringido', 'inversionistas', 'países', 'aliados', 'revolución', 'empresas', 'irreverentes', 'sanciones']",Neutral,0,0,0
"['haber', 'pasado', 'negociación', 'interna', 'obligue', 'decidir', 'través', 'metodología', 'común', 'claro', 'presión', 'dentro', 'oposición', 'participar', 'regionales', 'ínfimamente', 'mayor', 'parlamentarias', 'opinión', 'imparable']",Neutral,0,0,0
"['pregunta', 'sola', 'respuesta', 'pues', 'dependería', 'razón', 'va', 'maduro', 'gob', 'control', 'territorial', 'maduro', 'salida', 'natural', 'interna', 'cubierta', 'rodriguez', 'ninguna', 'duda', 'salida', 'negociación', 'elección', 'historia']",Neutral,0,0,0
"['proceso', 'político', 'tiende', 'radicalizarse', 'paralelo', 'estima', 'mayor', 'apertura', 'materia', 'económica', 'esquivar', 'sanciones', 'puede', 'abrir', 'espacios', 'inversión', 'negocios', 'altos', 'niveles', 'riesgo', 'elevada', 'tasa', 'requerida', 'retorno']",Neutral,0,0,0
"['decisión', 'emigración', 'personalísima', 'existe', 'receta', 'cocina”', 'común', 'mundo']",Neutral,0,0,0
"['todas', 'partes', 'oportunidades', 'inversión', 'negocio', 'cambia', 'tasa', 'requerida', 'retorno', 'inversiones', 'altas', 'países', 'riesgosos', 'aversión', 'riesgo', 'inversionistas', 'países', 'debe', 'ser', 'baja', 'concretan', 'inversiones']",Neutral,0,0,0
"['chavismo', 'posición', 'homogénea', 'allá', 'diferencias', 'internas', 'actúa', 'bloque', 'método', 'miedo', 'logra', 'oposición', 'diferencias', 'encuentran', 'unas', 'reglas', 'comunes', 'través', 'cuales', 'decidir', 'condena', 'división', 'profunda']",Neutral,0,0,0
"['forma', 'resolver', 'problema', 'económico', 'rescatar', 'confianza', 'instituciones', 'capacidad', 'autoridades', 'desarrollar', 'modelo', 'racional', 'respetuoso', 'inversión', 'empresa', 'privada', 'requiere', 'acuerdos', 'políticos', 'medidas', 'económicas', 'aisladas']",Neutral,0,0,0
"['minutos', 'sesión', 'preguntas', 'respuestas', 'comenzando', 'inmediato']",Neutral,0,0,0
"['cerca', 'cambios', 'políticos', 'relevantes', 'venezuela', 'aunque', 'economía', 'tampoco', 'parece', 'tener', 'opciones', 'transformación', 'estructural', 'ámbito', 'verán', 'muchas', 'diferencias', 'nuevos', 'actores', 'apertura', 'política', 'nacional']",Neutral,0,0,0
"['mapa', 'interés', 'económico', 'gobierno', 'maduro', 'restringido', 'empíricamente', 'aliados', 'sector', 'privado', 'internacional', 'irreverente', 'sanciones', 'podría', 'generar', 'cambio', 'fundamental', 'perfil', 'futuro', 'inversionistas', 'vzla']",Neutral,0,0,0
"['económicamente', 'instalación', 'nueva', 'an', 'oficialista', 'servirá', 'mecanismo', 'implementación', 'ley', 'antibloqueo', 'buscando', 'abrir', 'espacios', 'privatización', 'concesiones', 'privadas', 'sectores', 'sensibles', 'orientadas', 'aliados', 'inversión', 'general']",Neutral,0,0,0
"['nombramiento', 'jorge', 'rodríguez', 'presidencia', 'an', 'muestra', 'maduro', 'preserva', 'muestra', 'fuerza', 'interna', 'chavismo', 'busca', 'cualquier', 'intento', 'negociación', 'política', 'futura', 'parta', 'reconocimiento', 'implícito', 'institucionalidad']",Neutral,0,0,0
"['opo', 'dos', 'retos', 'centrales', 'evitar', 'cambio', 'posición', 'europea', 'frente', 'gob', 'interino', 'mine', 'relación', 'internacional', 'presentar', 'propuesta', 'acción', 'interna', 'distinta', 'fallado', 'quedará', 'vulnerable', 'incapacidad', 'presentar', 'resultados']",Neutral,0,0,0
"['estrategia', 'maduro', 'frente', 'diputados', 'cantada', 'buscará', 'consolidar', 'bóveda', 'miedo', 'fracturarlos', 'desmembrar', 'institucionalidad', 'aunque', 'difícilmente', 'cruzará', 'línea', 'guaidó', 'pues', 'entorpecería', 'cualquier', 'posible', 'arista', 'relación', 'nuevo', 'gob', 'usa']",Neutral,0,0,0
"['pese', 'cambios', 'usa', 'traerán', 'matices', 'caso', 'vzla', 'reconocimiento', 'an', 'guaido', 'continuidad', 'garantizado', 'país', 'problema', 'presenta', 'europa', 'reconocimiento', 'esperado', 'líder', 'opositor', 'gob', 'interino']",Neutral,0,0,0
"['maduro', 'incrementa', 'poder', 'controlando', 'an', 'utilizaba', 'tsj', 'anc', 'tomar', 'todas', 'decisiones', 'requería', 'control', 'político', 'territorial', 'total', 'busca', 'fracturar', 'oposición', 'comunidad', 'internacional', 'frente', 'continuidad', 'indeterminada']",Neutral,0,0,0
"['presentarán', 'cambios', 'respecto', 'mapa', 'internacional', 'reconocimientos', 'legitimidad', 'maduro', 'instituciones', 'aliados', 'reconocerán', 'nueva', 'an', 'comunidad', 'internacional', 'deslegitima', 'mantendrá', 'posición', 'frente', 'institucionalidad', 'chavista']",Neutral,0,0,0
"['¿que', 'representa', 'instalación', 'an', 'oficialista', 'hoy', 'términos', 'políticos', 'económicos', 'veamos']",Neutral,0,0,0
"['trata', 'gritos', 'guerra', 'discursitos', 'sacan', 'aplausos', 'emocionados', 'sino', 'estrategia', 'inteligente', 'logre', 'articular', 'luchainterna', 'cambio', 'regeneré', 'esperanzas']",Neutral,0,0,0
"['remota', 'idea', 'dependerá', 'capacidad', 'oposición', 'reestructurarse', 'inteligentemente', 'presentar', 'oferta', 'distinta', 'funcionado', 'cómo', 'reaccione', 'comunidad', 'internacional', 'reto', 'entender', 'solucionará', 'adentro', 'afuera']",Neutral,0,0,0
"['batalla', 'política', 'hace', 'tiempo', 'batalla', 'legal', 'relevante', 'si', 'sirve', 'mantener', 'articulación', 'interna', 'soporte', 'internacional', 'opinión', 'presentar', 'resultados', 'si', 'tiempo', 'contado']",Neutral,0,0,0
"['puede', 'ser', 'fuente', 'importante', 'divisas', 'exportaciones', 'oro', 'bienes', 'tradicionales', 'ron', 'cacao', 'camarones', 'frijoles', 'remesas', 'repatriación', 'divisas', 'contrabando', 'narco', 'demasiadas', 'fuentes', 'activas', 'sustituyen', 'petróleo']",Neutral,0,0,0
"['año', 'ingrata', 'recordación', 'pase', 'pase']",Neutral,0,0,0
"['si', 'marca', 'difícilmente', 'visualiza', 'entrada', 'inversión', 'extranjera', 'clásica', 'nuevos”', 'actores', 'países', 'convencionales']",Neutral,0,0,0
"['ningún', 'grupo', 'político', 'puede', 'sostenerse', 'permanentemente', 'presentar', 'resultados', 'concretos', 'reto', 'mayor', 'dependerá', 'futuro']",Neutral,0,0,0
"['busca', 'darle', 'ejecutivo', 'poder', 'discrecional', 'privatizar', 'empresas', 'sectores', 'restricciones', 'constitucionales', 'mecanismo', 'buscar', 'inversión', 'extranjera', 'aliados', 'maduro', 'esquivar', 'sanciones', 'escudo', 'sector', 'privado']",Neutral,0,0,0
"['nunca', 'leído']",Neutral,0,0,0
"['tesis', 'legal', 'usos', 'casos', 'pasado', 'gobernadores', 'alcaldes', 'tesis', 'aceptación', 'universal', 'débil', 'medida', 'concreta', 'objetivo', 'plantea']",Neutral,0,0,0
"['si', 'sigue', 'siendo', 'opción', 'interesante', 'inteligente']",Neutral,0,0,0
"['proceso', 'indetenible', 'medio', 'aislamiento', 'sanciones', 'oferta', 'orientada', 'aliados', 'maduro', 'china', 'rusia', 'irán', 'turquía']",Neutral,0,0,0
"['si', 'interesado', 'temas', 'humanitarios', 'exigirá', 'cambios', 'política', 'usa', 'funcionado', 'puede', 'interesado', 'relación', 'europa', 'frente', 'vzla', 'desechará', 'mantra', 'cese', 'usurpación', 'gob', 'transición', 'par', 'privilegiar', 'negociación', 'elección']",Neutral,0,0,0
"['alimentos', 'tecnología', 'salud', 'distribución']",Neutral,0,0,0
"['necesitaría', 'revivir', 'estrategia', 'jesús', 'lazaro']",Neutral,0,0,0
"['siempre', 'negociaciones', 'políticas', 'abiertas', 'encubiertas', 'posibilidad', 'avanzar', 'dependerá', 'si', 'oposición', 'logra', 'repotenciar', 'poder', 'negociación', 'si', 'genera', 'posición', 'multilateral', 'usa', 'ue', 'latam', 'sincerando', 'expectativas']",Neutral,0,0,0
"['facilite', 'transacciones', 'moneda', 'dura', 'positivo']",Neutral,0,0,0
"['mínima', 'posibilidad', 'moneda', 'estabilice', 'corto', 'plazo', 'batalla', 'inflación', 'devaluación', 'seguirá', 'siendo', 'juego', 'perro', 'mordiéndose', 'cola']",Neutral,0,0,0
"['lamentablemente', 'expectativas', 'racionales', 'cambio', 'político', 'venezuela', 'trata', 'deseos', 'derechos', 'sino', 'hechos', 'concretos', 'permitan', 'predecir', 'cambio', 'allá', 'emociones', 'mayoría', 'loa', 'vzlanos', 'hoy', 'totalmente', 'claro']",Neutral,0,0,0
"['medida', 'transacciones', 'realizan', 'puedan', 'reponer', 'monedas', 'billetes', 'formalmente', 'difícil', 'sector', 'comercial', 'tener', 'moneda', 'sencilla', 'menudeo', 'tiempo', 'envejecerán', 'billetes', 'gente', 'aceptará', 'cualquier', 'cosa']",Neutral,0,0,0
"['moneda', 'extranjera', 'deposita', 'banca', 'local', 'circula', 'efectivo', 'internamente', 'vías', 'expeditas', 'salir', 'normal', 'banca', 'privada', 'protegida', 'bancarizada', 'siempre', 'riesgos', 'guardarla', 'bajo', 'colchón', 'opción']",Neutral,0,0,0
"['necesitamos', 'llegar', 'azotea', 'bajamos', 'varios', 'pisos']",Neutral,0,0,0
"['recatarán', 'equilibrios', 'confianza', 'confianza', 'produzcan', 'cambios', 'políticos', 'económicos', 'fondo', 'esperan', 'cambios', 'corto', 'plazo', 'buena', 'noticia', 'verdad']",Neutral,0,0,0
