tweet,tweet_tokenized,tweet_translated,tweet_translated_tokenized,neg,neu,pos,sentiment
Sumamente extraño ver a luis Rodriguez no exprimir un turno !! Son las cosas de la euforia diria yo !!! #AlMagallanesVoy,"['sumamente', 'extraño', 'ver', 'luis', 'rodriguez', 'exprimir', 'turno', 'cosas', 'euforia', 'diria', 'almagallanesvoy']",Extremely strange to see Luis Rodriguez not squeeze a turn !! They are the things of the euphoria I would say! #AlMagallanesVoy,"['extremely', 'strange', 'see', 'luis', 'rodriguez', 'squeeze', 'turn', 'things', 'euphoria', 'would', 'say', 'almagallanesvoy']",0.128,0.61,0.262,Neutral
Cooooñoooooooooo!!! Al primer picheo dios mio !!! #AlMagallanesVoy,"['cooooñoooooooooo', 'primer', 'picheo', 'dios', 'mio', 'almagallanesvoy']","Cooooñoooooooooo !!! At the first pitch, my god !!! #AlMagallanesVoy","['cooooñoooooooooo', 'first', 'pitch', 'god', 'almagallanesvoy']",0.0,0.656,0.344,Neutral
Lineaaaaaaaaaa de romero el empate en 2da vamos vamos vamos !!! #AlMagallanesVoy,"['lineaaaaaaaaaa', 'romero', 'empate', 'da', 'vamos', 'vamos', 'vamos', 'almagallanesvoy']",Lineaaaaaaaaaa from Romero the tie in 2nd come on come on come on !!! #AlMagallanesVoy,"['lineaaaaaaaaaa', 'romero', 'tie', 'nd', 'come', 'come', 'come', 'almagallanesvoy']",0.0,1.0,0.0,Neutral
Boleto es negocio !!! Mucha vista romero #AlMagallanesVoy,"['boleto', 'negocio', 'mucha', 'vista', 'romero', 'almagallanesvoy']",Ticket is business !!! Lots of view rosemary #AlMagallanesVoy,"['ticket', 'business', 'lots', 'view', 'rosemary', 'almagallanesvoy']",0.0,1.0,0.0,Neutral
Vamos romerito vamos!!! #AlMagallanesVoy,"['vamos', 'romerito', 'vamos', 'almagallanesvoy']",Come on romerito let's go !!! #AlMagallanesVoy,"['come', 'romerito', 'let', 'go', 'almagallanesvoy']",0.0,1.0,0.0,Neutral
Lo dicho !!! Y ahora a ley de un batazo! Vamos magallanes #AlMagallanesVoy,"['dicho', 'ahora', 'ley', 'batazo', 'vamos', 'magallanes', 'almagallanesvoy']",What was said !!! And now to law of a hit! Come on Magellan #AlMagallanesVoy,"['said', 'law', 'hit', 'come', 'magellan', 'almagallanesvoy']",0.0,1.0,0.0,Neutral
"Aja me gustan estos prevenidos!! Se vienen las carreras del magallanes #AlMagallanesVoy , activense Magallaneros","['aja', 'gustan', 'prevenidos', 'vienen', 'carreras', 'magallanes', 'almagallanesvoy', 'activense', 'magallaneros']","Aja I like these forewarned !! The Magellan races are coming #AlMagallanesVoy, activate Magellan","['aja', 'like', 'forewarned', 'magellan', 'races', 'coming', 'almagallanesvoy', 'activate', 'magellan']",0.0,0.762,0.238,Neutral
Vamos carajo solo se necesita un ining para ganar este juego #AlMagallanesVoy  aunque mal pague !!,"['vamos', 'carajo', 'solo', 'necesita', 'ining', 'ganar', 'juego', 'almagallanesvoy', 'aunque', 'mal', 'pague']","Come on, damn it only takes one ining to win this game #AlMagallanesVoy even if I pay badly !!","['come', 'damn', 'takes', 'one', 'ining', 'win', 'game', 'almagallanesvoy', 'even', 'pay', 'badly']",0.4,0.389,0.211,Negativo
Magallaneros!!! Keep calm and @deolisguerra  ..por eso yo #AlMagallanesVoy,"['magallaneros', 'keep', 'calm', 'and', 'deolisguerra', 'almagallanesvoy']",Magallaneros !!! Keep calm and @deolisguerra .. that's why I #AlMagallanesVoy,"['magallaneros', 'keep', 'calm', 'deolisguerra', 'almagallanesvoy']",0.0,0.635,0.365,Neutral
Este es el momento en que los refuerzos deberían hacer su trabajo ... Sigue sin convencerme felix con el magallanes. #VamosMagallanes,"['momento', 'refuerzos', 'deberían', 'hacer', 'trabajo', 'sigue', 'convencerme', 'felix', 'magallanes', 'vamosmagallanes']",This is the moment when the reinforcements should do their job ... Felix with the Magellan still doesn't convince me. #ComeMagallanes,"['moment', 'reinforcements', 'job', 'felix', 'magellan', 'still', 'convince', 'comemagallanes']",0.0,0.778,0.222,Neutral
"Asi mismo es!!!  3 outs ... Ahora a batear, vamos nave, #VamosMagallanes .. A darles con todo, este juego es para nosotros #AlMagallanesVoy","['asi', 'mismo', 'outs', 'ahora', 'batear', 'vamos', 'nave', 'vamosmagallanes', 'darles', 'juego', 'almagallanesvoy']","That's it!!! 3 outs ... Now to bat, let's ship, #VamosMagallanes .. Let's hit them with everything, this game is for us #AlMagallanesVoy","['outs', 'bat', 'let', 'ship', 'vamosmagallanes', 'let', 'hit', 'everything', 'game', 'us', 'almagallanesvoy']",0.0,1.0,0.0,Neutral
"Vamos magallanes, a sacar estos tres outs y voltear este juego, solo se necesita un ining, cerradores tenemos de sobra! #AlMagallanesVoy","['vamos', 'magallanes', 'sacar', 'tres', 'outs', 'voltear', 'juego', 'solo', 'necesita', 'ining', 'cerradores', 'sobra', 'almagallanesvoy']","Come on Magellan, to get these three outs and turn this game around, it only takes one ining, we have more than enough closers! #AlMagallanesVoy","['come', 'magellan', 'get', 'three', 'outs', 'turn', 'game', 'around', 'takes', 'one', 'ining', 'enough', 'closers', 'almagallanesvoy']",0.0,1.0,0.0,Neutral
Si hay un bateador inteligente y oportuno es luis #VamosMagallanes,"['si', 'bateador', 'inteligente', 'oportuno', 'luis', 'vamosmagallanes']","If there is a smart and timely hitter, it is Luis #VamosMagallanes","['smart', 'timely', 'hitter', 'luis', 'vamosmagallanes']",0.0,0.597,0.403,Neutral
"Aja que dije!!! Vamos Magallanes !!! #AlMagallanesVoy ... Tiburones lo volteo, vamos nosotros también","['aja', 'dije', 'vamos', 'magallanes', 'almagallanesvoy', 'tiburones', 'volteo', 'vamos']","Aha what did I say !!! Come on Magellan !!! #AlMagallanesVoy ... Sharks turn it over, we go too","['aha', 'say', 'come', 'magellan', 'almagallanesvoy', 'sharks', 'turn', 'go']",0.0,1.0,0.0,Neutral
Ese picher lo explotamos en este ining  ... Sucre descolgado la puso en zona de seguridad #AlMagallanesVoy,"['picher', 'explotamos', 'ining', 'sucre', 'descolgado', 'puso', 'zona', 'seguridad', 'almagallanesvoy']",We exploited that picher in this ining ... Sucre off the hook put her in the security zone #AlMagallanesVoy,"['exploited', 'picher', 'ining', 'sucre', 'hook', 'put', 'security', 'zone', 'almagallanesvoy']",0.242,0.565,0.194,Neutral
Vamos Magallanes ... Batear batear batear.... Este es el ining #AlMagallanesVoy,"['vamos', 'magallanes', 'batear', 'batear', 'batear', 'ining', 'almagallanesvoy']",Come on Magellan ... bat bat bat .... This is the ining #AlMagallanesVoy,"['come', 'magellan', 'bat', 'bat', 'bat', 'ining', 'almagallanesvoy']",0.0,1.0,0.0,Neutral
"Bien ronny, se vio facil pero con el corredor quitandole visual no lo era ahora a reaccionar, voltear el juego y ganar #AlMagallanesVoy","['bien', 'ronny', 'vio', 'facil', 'corredor', 'quitandole', 'visual', 'ahora', 'reaccionar', 'voltear', 'juego', 'ganar', 'almagallanesvoy']","Well Ronny, it looked easy but with the runner taking away visual it was not now to react, turn the game and win #AlMagallanesVoy","['well', 'ronny', 'looked', 'easy', 'runner', 'taking', 'away', 'visual', 'react', 'turn', 'game', 'win', 'almagallanesvoy']",0.0,0.532,0.468,Neutral
#VamosMagallanes a batear carajo!!!,"['vamosmagallanes', 'batear', 'carajo']",#VamosMagallanes to bat the hell out !!!,"['vamosmagallanes', 'bat', 'hell']",0.697,0.303,0.0,Negativo
"Vamos magallanes !!! A voltear este juego, a ganar la serie, a jugar la final #AlMagallanesVoy","['vamos', 'magallanes', 'voltear', 'juego', 'ganar', 'serie', 'jugar', 'final', 'almagallanesvoy']","Come on Magellan !!! To flip this game, to win the series, to play the final #AlMagallanesVoy","['come', 'magellan', 'flip', 'game', 'win', 'series', 'play', 'final', 'almagallanesvoy']",0.0,0.53,0.47,Neutral
"yo siempre #AlMagallanesVoy , pero ponganle este juego es crucial","['siempre', 'almagallanesvoy', 'ponganle', 'juego', 'crucial']","I always #AlMagallanesVoy, but put this game on it is crucial","['always', 'almagallanesvoy', 'put', 'game', 'crucial']",0.0,1.0,0.0,Neutral
"@aroliveros 1 Semestre en la UCAB cuesta 40 mil Bs. Aprox, como tú dices ""los que se están preparando afuera"" creo bien podrían hacerlo aquí","['aroliveros', 'semestre', 'ucab', 'cuesta', 'mil', 'bs', 'aprox', 'dices', 'preparando', 'afuera', 'creo', 'bien', 'podrían', 'hacerlo', 'aquí']","@aroliveros 1 Semester at UCAB costs 40 thousand Bs. Approx, as you say ""those who are preparing abroad"" I think they could do it here","['aroliveros', 'semester', 'ucab', 'costs', 'thousand', 'bs', 'approx', 'say', 'preparing', 'abroad', 'think', 'could']",0.0,1.0,0.0,Neutral
Hoy Magallanes a hacer valer la casa y aprovechar el descanso. Ojalá Felix Pérez sea un refuerzo productivo #AlMagallanesVoy,"['hoy', 'magallanes', 'hacer', 'valer', 'casa', 'aprovechar', 'descanso', 'ojalá', 'felix', 'pérez', 'refuerzo', 'productivo', 'almagallanesvoy']",Today Magellan to assert the house and take advantage of the rest. Hopefully Felix Pérez will be a productive reinforcement #AlMagallanesVoy,"['today', 'magellan', 'assert', 'house', 'take', 'advantage', 'rest', 'hopefully', 'felix', 'pérez', 'productive', 'reinforcement', 'almagallanesvoy']",0.0,0.701,0.299,Neutral
"Cada vez que me sienta triste voy a ver este vídeo, recordarme del gran Slam, y del triple play y seré feliz again!   https://t.co/TVnhig8Fn1","['cada', 'vez', 'sienta', 'triste', 'voy', 'ver', 'vídeo', 'recordarme', 'gran', 'slam', 'triple', 'play', 'feliz', 'again']","Every time I feel sad I will watch this video, remind myself of the great Slam, and triple play and I will be happy again! https://t.co/TVnhig8Fn1","['every', 'time', 'feel', 'sad', 'watch', 'video', 'remind', 'great', 'slam', 'triple', 'play', 'happy']",0.249,0.306,0.445,Positivo
Hoy un amigo caraquista me dijo que a SUCRE lo cambiaron por malo ... Y yo dije GRACIAS DIOS MÍO !!! #AlMagallanesVoy,"['hoy', 'amigo', 'caraquista', 'dijo', 'sucre', 'cambiaron', 'malo', 'dije', 'gracias', 'dios', 'almagallanesvoy']",Today a friend from Caracas told me that they changed SUCRE for bad ... And I said THANK YOU MY GOD !!! #AlMagallanesVoy,"['today', 'friend', 'caracas', 'told', 'changed', 'sucre', 'bad', 'said', 'thank', 'god', 'almagallanesvoy']",0.191,0.383,0.426,Positivo
Lo que me gusta es que hoy @MecheCelta ligo al Magallanes y el equipo le cumplió !!!,"['gusta', 'hoy', 'mechecelta', 'ligo', 'magallanes', 'equipo', 'cumplió']",What I like is that today @MecheCelta I link Magallanes and the team fulfilled him !!!,"['like', 'today', 'mechecelta', 'link', 'magallanes', 'team', 'fulfilled']",0.0,0.485,0.515,Positivo
Triple Play ✔️ Gran Slam ✔️ Robo de Home✔️ Serie Particular✔️  Serie Semifinal✔️ Paliza✔️ Eliminados✔️ Que no le hicimos este año al ccs????,"['triple', 'play', '✔️', 'gran', 'slam', '✔️', 'robo', 'home✔️', 'serie', 'particular✔️', 'serie', 'semifinal✔️', 'paliza✔️', 'eliminados✔️', 'hicimos', 'año', 'ccs']",Triple Play ✔️ Grand Slam ✔️ Theft from Home✔️ Private Series✔️ Semifinal Series✔️ Beatdown✔️ Eliminated✔️ What did we not do to the ccs this year ????,"['triple', 'play', '✔️', 'grand', 'slam', '✔️', 'theft', 'home✔️', 'private', 'series✔️', 'semifinal', 'series✔️', 'beatdown✔️', 'eliminated✔️', 'ccs', 'year']",0.062,0.81,0.129,Neutral
"y hasta ahora me entero que fox lo trasmite, y yo calándome a los caraquistas de TVES .. pero es bueno verlos sufrir  https://t.co/gBjFwYZVeT","['ahora', 'entero', 'fox', 'trasmite', 'calándome', 'caraquistas', 'tves', 'bueno', 'verlos', 'sufrir']","and so far I find out that fox is transmitting it, and I falling into the caraquistas of TVES .. but it's good to see them suffer https://t.co/gBjFwYZVeT","['far', 'find', 'fox', 'transmitting', 'falling', 'caraquistas', 'tves', 'good', 'see', 'suffer']",0.34,0.467,0.193,Neutral
Esa creo que es la final @guaita1881!! Y las sardinas están inspiradas   https://t.co/88IL4dW8HO,"['creo', 'final', 'guaita', 'sardinas', 'inspiradas']",That I think is the final @ guaita1881 !! And the sardines are inspired https://t.co/88IL4dW8HO,"['think', 'final', 'guaita', 'sardines', 'inspired']",0.0,0.556,0.444,Neutral
Asdrubal se hizo botar para no seguir aguantando pela ... #Almagallanesvoy,"['asdrubal', 'hizo', 'botar', 'seguir', 'aguantando', 'pela', 'almagallanesvoy']",Asdrubal was bounced so as not to continue holding out ... #Almagallanesvoy,"['asdrubal', 'bounced', 'continue', 'holding', 'almagallanesvoy']",0.0,1.0,0.0,Neutral
No creo... Aún cuando siempre da nervios  Los últimos tres inings los ha sacado 1 2 3   https://t.co/z4fNmEWHze,"['creo', 'aún', 'siempre', 'da', 'nervios', 'últimos', 'tres', 'inings', 'sacado']",I don't think ... Even though it's always nervous The last three inings have been taken by 1 2 3 https://t.co/z4fNmEWHze,"['think', 'even', 'though', 'always', 'nervous', 'last', 'three', 'inings', 'taken']",0.208,0.792,0.0,Neutral
Odio conectarme con esta realidad ahorita .. Pero alguien que asesinó paga 2 años  y Leopoldo 9 QUE BOLAS DE SISTEMA  https://t.co/54Fa8lkpNu,"['odio', 'conectarme', 'realidad', 'ahorita', 'alguien', 'asesinó', 'paga', 'años', 'leopoldo', 'bolas', 'sistema']",I hate connecting with this reality right now .. But someone who murdered pays 2 years and Leopoldo 9 WHAT SYSTEM BALLS https://t.co/54Fa8lkpNu,"['hate', 'connecting', 'reality', 'right', 'someone', 'murdered', 'pays', 'years', 'leopoldo', 'system', 'balls']",0.474,0.526,0.0,Neutral
Bien Frank Díaz bateando para el RF evitando a Stassi que le ha quitado 2 tablas hoy #AlMagallanesVoy,"['bien', 'frank', 'díaz', 'bateando', 'rf', 'evitando', 'stassi', 'quitado', 'tablas', 'hoy', 'almagallanesvoy']",Well Frank Díaz hitting for the RF avoiding Stassi who has taken 2 boards today #AlMagallanesVoy,"['well', 'frank', 'díaz', 'hitting', 'rf', 'avoiding', 'stassi', 'taken', 'boards', 'today', 'almagallanesvoy']",0.178,0.667,0.156,Neutral
Un mal día lo tenemos todos !!  https://t.co/zML9mtdatz,"['mal', 'día']",We all have a bad day !! https://t.co/zML9mtdatz,"['bad', 'day']",0.778,0.222,0.0,Negativo
Epa!! Deolis es de mis pitchers favoritos pero mosca está muy franco #AlMagallanesVoy,"['epa', 'deolis', 'pitchers', 'favoritos', 'mosca', 'franco', 'almagallanesvoy']",Hey !! Deolis is one of my favorite pitchers but fly is very frank #AlMagallanesVoy,"['hey', 'deolis', 'one', 'favorite', 'pitchers', 'fly', 'frank', 'almagallanesvoy']",0.0,0.7,0.3,Neutral
"#SienteElBeisbolxTves bárbaro..Primera vez que narradores ""imparciales"" celebran más un home run solitario que un Gran Slam #AlMagallanesVoy","['sienteelbeisbolxtves', 'bárbaro', 'primera', 'vez', 'narradores', 'imparciales', 'celebran', 'home', 'run', 'solitario', 'gran', 'slam', 'almagallanesvoy']","#SienteElBeisbolxTves barbaro..First time that ""impartial"" narrators celebrate a lonely home run more than a Grand Slam #AlMagallanesVoy","['sienteelbeisbolxtves', 'barbaro', 'first', 'time', 'impartial', 'narrators', 'celebrate', 'lonely', 'home', 'run', 'grand', 'slam', 'almagallanesvoy']",0.245,0.433,0.322,Neutral
Se está vengando del slide de Felix Pérez ... Qué bueno ja ja ja   https://t.co/AkZ2aB7S3t,"['vengando', 'slide', 'felix', 'pérez', 'bueno', 'ja', 'ja', 'ja']",He is taking revenge on Felix Pérez's slide ... How good ha ha ha https://t.co/AkZ2aB7S3t,"['taking', 'revenge', 'felix', 'pérez', 'slide', 'good', 'ha', 'ha', 'ha']",0.256,0.526,0.218,Neutral
Triple Play ✔️. Gran Slam ✔️. Robo de Home✔️. Serie Particular✔️.  Que nos falta ?????,"['triple', 'play', '✔️', 'gran', 'slam', '✔️', 'robo', 'home✔️', 'serie', 'particular✔️', 'falta']",Triple Play ✔️. Grand Slam ✔️. Theft from Home✔️. Private Series✔️. What are we missing ?????,"['triple', 'play', '✔️', 'grand', 'slam', '✔️', 'theft', 'home✔️', 'private', 'series✔️', 'missing']",0.164,0.651,0.185,Neutral
Fui a ver el 5to juego aquí en Caracas y vi cómo los caraquistas ofendían y se metían con mi pana @adonis84cuba .. Cómo estarán ahorita??😭😭😭,"['ver', 'to', 'juego', 'aquí', 'caracas', 'vi', 'cómo', 'caraquistas', 'ofendían', 'metían', 'pana', 'adonis', 'cuba', 'cómo', 'ahorita', '😭😭😭']",I went to see the 5th game here in Caracas and I saw how the caraquistas offended and messed with my pana @ adonis84cuba .. How will they be right now ?? 😭😭😭,"['went', 'see', 'th', 'game', 'caracas', 'saw', 'caraquistas', 'offended', 'messed', 'pana', 'adonis', 'cuba', 'right', '😭😭😭']",0.432,0.568,0.0,Neutral
Gran Slam de mi negro Adonis ja ja ja ja #AlMagallanesVoy .... Se los dije... Pedrique te lo dije en esta te hinchaban la cara,"['gran', 'slam', 'negro', 'adonis', 'ja', 'ja', 'ja', 'ja', 'almagallanesvoy', 'dije', 'pedrique', 'dije', 'hinchaban', 'cara']",Great Slam of my black Adonis ha ha ha ha #AlMagallanesVoy .... I told them ... Pedrique I told you in this one they swelled your face,"['great', 'slam', 'black', 'adonis', 'ha', 'ha', 'ha', 'ha', 'almagallanesvoy', 'told', 'pedrique', 'told', 'one', 'swelled', 'face']",0.132,0.66,0.208,Neutral
#SienteElBeisbolxTves ..Sres por favor eso de revisarle la mano es caraquismo puro !! Ni mis amigos caraquistas dicen eso,"['sienteelbeisbolxtves', 'sres', 'favor', 'revisarle', 'mano', 'caraquismo', 'puro', 'amigos', 'caraquistas', 'dicen']","#FeelTheBeisbolxTves .. Please, check your hand is pure caraquismo !! Not even my Caracas friends say that","['feelthebeisbolxtves', 'please', 'check', 'hand', 'pure', 'caraquismo', 'even', 'caracas', 'friends', 'say']",0.0,0.449,0.551,Positivo
Simulación y trampa clara malintencionada fue la de ASDRUBAL CABRERA en la interferencia que fabricó el juego antes pasado #AlMagallanesVoy,"['simulación', 'trampa', 'clara', 'malintencionada', 'asdrubal', 'cabrera', 'interferencia', 'fabricó', 'juego', 'pasado', 'almagallanesvoy']",Simulation and malicious clear trap was that of ASDRUBAL CABRERA in the interference made by the game before #AlMagallanesVoy,"['simulation', 'malicious', 'clear', 'trap', 'asdrubal', 'cabrera', 'interference', 'made', 'game', 'almagallanesvoy']",0.178,0.62,0.202,Neutral
"falta de respeto de narradores  asumiendo, que esta fingiendo! En todo caso le pega 1ero  al bate, no hay simulación ahí #AlMagallanesVoy","['falta', 'respeto', 'narradores', 'asumiendo', 'fingiendo', 'caso', 'pega', 'ero', 'bate', 'simulación', 'ahí', 'almagallanesvoy']","disrespect of storytellers assuming, that he is pretending! In any case he hits 1st at bat, there is no simulation there #AlMagallanesVoy","['disrespect', 'storytellers', 'assuming', 'pretending', 'case', 'hits', 'st', 'bat', 'simulation', 'almagallanesvoy']",0.23,0.656,0.115,Neutral
Ok!!! Pedrique que se cree? Que esa le va a salir todas las veces hoy? .. Aquí les hinchan la cara voy #AlMagallanesVoy .Vamos Ronny CARAJO!,"['ok', 'pedrique', 'cree', 'va', 'salir', 'todas', 'veces', 'hoy', 'aquí', 'hinchan', 'cara', 'voy', 'almagallanesvoy', 'vamos', 'ronny', 'carajo']","Okay!!! Pedrique, what do you think? What is that going to come out every time today? .. Here they swell their faces I go #AlMagallanesVoy. Come on Ronny CARAJO!","['okay', 'pedrique', 'think', 'going', 'come', 'every', 'time', 'today', 'swell', 'faces', 'go', 'almagallanesvoy', 'come', 'ronny', 'carajo']",0.0,0.881,0.119,Neutral
Funcionó sacar a la perra!! Lisson batea de hit y Magallanes voltea el juego #AlMagallanesVoy ... Vamos Magallanes vamos Magallanes,"['funcionó', 'sacar', 'perra', 'lisson', 'batea', 'hit', 'magallanes', 'voltea', 'juego', 'almagallanesvoy', 'vamos', 'magallanes', 'vamos', 'magallanes']",It worked to get the bitch out !! Lisson hits a hit and Magellan turns the game around #AlMagallanesVoy ... Let's go Magellan let's go Magellan,"['worked', 'get', 'bitch', 'lisson', 'hits', 'hit', 'magellan', 'turns', 'game', 'around', 'almagallanesvoy', 'let', 'go', 'magellan', 'let', 'go', 'magellan']",0.192,0.808,0.0,Neutral
Si hay un momento para que un refuerzo funcione es en este juego !!! #VamosMagallanes,"['si', 'momento', 'refuerzo', 'funcione', 'juego', 'vamosmagallanes']","If there is a time for a reinforcement to work, it is in this game! #ComeMagallanes","['time', 'reinforcement', 'work', 'game', 'comemagallanes']",0.0,1.0,0.0,Neutral
Doble ponche #AlMagallanesVoy ..,"['doble', 'ponche', 'almagallanesvoy']",Double punch #AlMagallanesVoy ..,"['double', 'punch', 'almagallanesvoy']",0.0,1.0,0.0,Neutral
Vamos muchachos a colgar un 0 más pues #AlMagallanesVoy ...,"['vamos', 'muchachos', 'colgar', 'pues', 'almagallanesvoy']",Let's guys hang a 0 more because #AlMagallanesVoy ...,"['let', 'guys', 'hang', 'almagallanesvoy']",0.0,1.0,0.0,Neutral
Totalmente !! Corredor lento + brazo fuerte = out en home   https://t.co/yHOdzUC9CL,"['totalmente', 'corredor', 'lento', 'brazo', 'fuerte', 'out', 'home']",Totally !! Slow runner + strong arm = out at home https://t.co/yHOdzUC9CL,"['totally', 'slow', 'runner', 'strong', 'arm', 'home']",0.0,0.584,0.416,Neutral
Coooo x Dios !!! Vamos Magallanes a la tercera va la vencida!!! 3 en Base y el más oportuno Ronny #AlMagallanesVoy,"['coooo', 'dios', 'vamos', 'magallanes', 'tercera', 'va', 'vencida', 'base', 'oportuno', 'ronny', 'almagallanesvoy']",Coooo x God !!! Let's go Magellan to the third time the charm !!! 3 in Base and the most opportune Ronny #AlMagallanesVoy,"['coooo', 'god', 'let', 'go', 'magellan', 'third', 'time', 'charm', 'base', 'opportune', 'ronny', 'almagallanesvoy']",0.0,0.545,0.455,Neutral
"Mi pronóstico es MAG 4  LEO 2 he dicho!! #AlMagallanesVoy , si me equivoco es porque Magallanes hace más","['pronóstico', 'mag', 'leo', 'dicho', 'almagallanesvoy', 'si', 'equivoco', 'magallanes', 'hace']","My forecast is MAG 4 LEO 2 I said !! #AlMagallanesVoy, if I'm wrong it's because Magallanes does more","['forecast', 'mag', 'leo', 'said', 'almagallanesvoy', 'wrong', 'magallanes']",0.341,0.659,0.0,Neutral
"Cabalístico?, no vale,  sólo saque la perra de la casa porque estaba viendo el juego cuando lisson se poncho con 3 en Base #AlMagallanesVoy","['cabalístico', 'vale', 'sólo', 'saque', 'perra', 'casa', 'viendo', 'juego', 'lisson', 'poncho', 'base', 'almagallanesvoy']","Cabalistic? Okay, just take the dog out of the house because I was watching the game when Lisson struck out with 3 in Base #AlMagallanesVoy","['cabalistic', 'okay', 'take', 'dog', 'house', 'watching', 'game', 'lisson', 'struck', 'base', 'almagallanesvoy']",0.155,0.698,0.147,Neutral
Vamos por favor a sacar este out muchachos !!! #AlMagallanesVoy,"['vamos', 'favor', 'sacar', 'out', 'muchachos', 'almagallanesvoy']",Let's please get this out guys !!! #AlMagallanesVoy,"['let', 'please', 'get', 'guys', 'almagallanesvoy']",0.0,0.635,0.365,Neutral
Vamos nave vamos carajo vamos  a sacar este cero !!!,"['vamos', 'nave', 'vamos', 'carajo', 'vamos', 'sacar', 'cero']","Come on ship, let's go to hell, let's get this zero!","['come', 'ship', 'let', 'go', 'hell', 'let', 'get', 'zero']",0.397,0.603,0.0,Neutral
Vamos después de la jugadota esa el batazo!!! #AlMagallanesVoy  para este turno te trajimos,"['vamos', 'después', 'jugadota', 'batazo', 'almagallanesvoy', 'turno', 'trajimos']",Let's go after the game that hit the ball !!! #AlMagallanesVoy for this turn we brought you,"['let', 'go', 'game', 'hit', 'ball', 'almagallanesvoy', 'turn', 'brought']",0.0,1.0,0.0,Neutral
No se lleven a Molina ahora valeeee!! X favor déjenlo dos bateadores más !!!,"['lleven', 'molina', 'ahora', 'valeeee', 'favor', 'déjenlo', 'dos', 'bateadores']",Do not take Molina now valeeee !! X please leave him two more batters !!!,"['take', 'molina', 'valeeee', 'please', 'leave', 'two', 'batters']",0.141,0.588,0.271,Neutral
"Si señores, si señores, vamos Magallanes !!! Vamos a voltearlo , a voltearlo !!! #AlMagallanesVoy","['si', 'señores', 'si', 'señores', 'vamos', 'magallanes', 'vamos', 'voltearlo', 'voltearlo', 'almagallanesvoy']","Yes gentlemen, yes gentlemen, let's go Magellan !!! Let's flip it, flip it !!! #AlMagallanesVoy","['yes', 'gentlemen', 'yes', 'gentlemen', 'let', 'go', 'magellan', 'let', 'flip', 'flip', 'almagallanesvoy']",0.0,0.625,0.375,Neutral
Así es Sucre VAMOS NOJODA!!! #AlMagallanesVoy,"['así', 'sucre', 'vamos', 'nojoda', 'almagallanesvoy']",This is Sucre LET'S GO NOJODA !!! #AlMagallanesVoy,"['sucre', 'let', 'go', 'nojoda', 'almagallanesvoy']",0.0,1.0,0.0,Neutral
Fundamental el compás de Goyito en segunda para completar el triple play !! #AlMagallanesVoy,"['fundamental', 'compás', 'goyito', 'segunda', 'completar', 'triple', 'play', 'almagallanesvoy']",Goyito's compás in second position is essential to complete the triple play !! #AlMagallanesVoy,"['goyito', 'compás', 'second', 'position', 'essential', 'complete', 'triple', 'play', 'almagallanesvoy']",0.0,0.769,0.231,Neutral
Vamos Magallanes a batear nojoda !! Este juego tiene que ser nuestro !! #AlMagallanesVoy,"['vamos', 'magallanes', 'batear', 'nojoda', 'juego', 'ser', 'almagallanesvoy']",Let's go Magellan to bat nojoda !! This game has to be ours !! #AlMagallanesVoy,"['let', 'go', 'magellan', 'bat', 'nojoda', 'game', 'almagallanesvoy']",0.0,1.0,0.0,Neutral
"Hoy es un nuevo dia... Mi fe  y mi confianza en @Magallanes_bbc intactas, vamos equipo, vamos por este campeonato un paso firme a la vez !","['hoy', 'nuevo', 'dia', 'fe', 'confianza', 'magallanes', 'bbc', 'intactas', 'vamos', 'equipo', 'vamos', 'campeonato', 'paso', 'firme', 'vez']","Today is a new day ... My faith and my trust in @Magallanes_bbc intact, let's go team, let's go for this championship one firm step at a time!","['today', 'new', 'day', 'faith', 'trust', 'magallanes', 'bbc', 'intact', 'let', 'go', 'team', 'let', 'go', 'championship', 'one', 'firm', 'step', 'time']",0.0,0.565,0.435,Neutral
"Recordar más a Antonio José De Sucre "" La victoria no da el derecho, la victoria solo da honra al vencido y Gloria al vencedor ""","['recordar', 'antonio', 'josé', 'sucre', 'victoria', 'da', 'derecho', 'victoria', 'solo', 'da', 'honra', 'vencido', 'gloria', 'vencedor']","Remember Antonio José De Sucre more ""Victory does not give the right, victory only honors the loser and Glory to the winner""","['remember', 'antonio', 'josé', 'de', 'sucre', 'victory', 'give', 'right', 'victory', 'honors', 'loser', 'glory', 'winner']",0.148,0.391,0.461,Positivo
"A pesar de cuanto resentimiento se pueda haber acumulado, la nueva asamblea debe hacer más reingenieria política y social. Comenzar de 0","['pesar', 'cuanto', 'resentimiento', 'pueda', 'haber', 'acumulado', 'nueva', 'asamblea', 'debe', 'hacer', 'reingenieria', 'política', 'social', 'comenzar']","Despite how much resentment it may have accumulated, the new assembly must do more political and social reengineering. Start from 0","['despite', 'much', 'resentment', 'may', 'accumulated', 'new', 'assembly', 'must', 'political', 'social', 'reengineering', 'start']",0.0,0.821,0.179,Neutral
